player_nationality,games_position,team_founded,venue_surface,league_id,team_id,venue_id,player_weight
Iceland,Midfielder,1909.0,grass,135,500,881,77
Albania,Goalkeeper,1909.0,grass,135,500,881,75
Italy,Defender,1909.0,grass,135,500,881,74
Chile,Midfielder,1909.0,grass,135,500,881,82
Italy,Defender,1909.0,grass,135,500,881,78
Netherlands,Defender,1909.0,grass,135,500,881,81
Italy,Defender,1909.0,grass,135,500,881,77
Belgium,Defender,1909.0,grass,135,500,881,81
Sweden,Midfielder,1909.0,grass,135,500,881,75
Chile,Midfielder,1909.0,grass,135,500,881,65
Poland,Goalkeeper,1909.0,grass,135,500,881,84
Scotland,Defender,1909.0,grass,135,500,881,72
Serbia,Defender,1908.0,grass,135,505,907,81
Italy,Defender,1908.0,grass,135,505,907,81
Argentina,Attacker,1908.0,grass,135,505,907,68
Slovenia,Goalkeeper,1908.0,grass,135,505,907,92
Netherlands,Defender,1908.0,grass,135,505,907,80
Italy,Goalkeeper,1908.0,grass,135,505,907,83
Italy,Defender,1908.0,grass,135,505,907,75
Netherlands,Defender,1908.0,grass,135,505,907,78
Slovakia,Defender,1908.0,grass,135,505,907,80
Croatia,Midfielder,1908.0,grass,135,505,907,68
Italy,Midfielder,1908.0,grass,135,505,907,77
Bosnia and Herzegovina,Attacker,1908.0,grass,135,505,907,80
Italy,Defender,1908.0,grass,135,505,907,70
Türkiye,Midfielder,1908.0,grass,135,505,907,76
Argentina,Attacker,1908.0,grass,135,505,907,75
Germany,Defender,1908.0,grass,135,505,907,76
Italy,Midfielder,1908.0,grass,135,505,907,68
Italy,Defender,1908.0,grass,135,505,907,75
Italy,Defender,1908.0,grass,135,505,907,75
Italy,Defender,1908.0,grass,135,505,907,73
Italy,Attacker,1908.0,grass,135,505,907,75
Austria,Defender,1908.0,grass,135,505,907,75
Italy,Midfielder,1908.0,grass,135,505,907,62
Argentina,Defender,1908.0,grass,135,505,907,75
Uruguay,Attacker,1908.0,grass,135,505,907,75
Italy,Attacker,1908.0,grass,135,505,907,72
Italy,Attacker,1908.0,grass,135,505,907,78
Croatia,Midfielder,1908.0,grass,135,505,907,80
Italy,Midfielder,1908.0,grass,135,505,907,78
Denmark,Midfielder,1908.0,grass,135,505,907,76
Ecuador,Attacker,1908.0,grass,135,505,907,84
Italy,Goalkeeper,1908.0,grass,135,505,907,75
Italy,Defender,1908.0,grass,135,505,907,74
Italy,Midfielder,1908.0,grass,135,505,907,70
France,Midfielder,1908.0,grass,135,505,907,72
Romania,Goalkeeper,1908.0,grass,135,505,907,70
Uruguay,Midfielder,1908.0,grass,135,505,907,81
Argentina,Attacker,1908.0,grass,135,505,907,72
Chile,Attacker,1908.0,grass,135,505,907,62
Chile,Midfielder,1908.0,grass,135,505,907,75
Italy,Defender,1927.0,grass,135,497,910,77
Italy,Defender,1927.0,grass,135,497,910,79
France,Midfielder,1927.0,grass,135,497,910,75
Argentina,Midfielder,1927.0,grass,135,497,910,78
Armenia,Midfielder,1927.0,grass,135,497,910,75
Ghana,Attacker,1927.0,grass,135,497,910,62
Argentina,Defender,1927.0,grass,135,497,910,85
Guinea,Midfielder,1927.0,grass,135,497,910,75
England,Midfielder,1927.0,grass,135,497,910,71
Italy,Defender,1927.0,grass,135,497,910,86
Netherlands,Defender,1927.0,grass,135,497,910,80
Italy,Midfielder,1927.0,grass,135,497,910,80
Italy,Midfielder,1927.0,grass,135,497,910,77
Italy,Defender,1927.0,grass,135,497,910,75
England,Defender,1927.0,grass,135,497,910,81
Portugal,Goalkeeper,1927.0,grass,135,497,910,84
England,Attacker,1927.0,grass,135,497,910,80
Italy,Defender,1927.0,grass,135,497,910,77
Albania,Defender,1927.0,grass,135,497,910,78
Gambia,Midfielder,1927.0,grass,135,497,910,60
Italy,Goalkeeper,1927.0,grass,135,497,910,76
Italy,Midfielder,1927.0,grass,135,497,910,70
Italy,Midfielder,1927.0,grass,135,497,910,78
Greece,Defender,1927.0,grass,135,497,910,75
Spain,Attacker,1927.0,grass,135,497,910,71
Italy,Attacker,1927.0,grass,135,497,910,72
Spain,Attacker,1927.0,grass,135,497,910,65
Italy,Defender,1927.0,grass,135,497,910,74
Italy,Goalkeeper,1927.0,grass,135,497,910,85
Senegal,Defender,1927.0,grass,135,497,910,75
Italy,Midfielder,1927.0,grass,135,497,910,79
Portugal,Midfielder,1927.0,grass,135,497,910,72
Italy,Goalkeeper,1927.0,grass,135,497,910,77
France,Midfielder,1927.0,grass,135,497,910,67
Spain,Attacker,1927.0,grass,135,497,910,75
Brazil,Goalkeeper,1927.0,grass,135,497,910,88
Spain,Midfielder,1927.0,grass,135,497,910,73
Spain,Attacker,1927.0,grass,135,497,910,74
USA,Defender,1927.0,grass,135,497,910,77
Brazil,Defender,1927.0,grass,135,497,910,73
Uruguay,Defender,1927.0,grass,135,497,910,70
Uzbekistan,Attacker,1927.0,grass,135,497,910,81
Poland,Midfielder,1927.0,grass,135,497,910,68
Argentina,Midfielder,2011.0,grass,135,514,933,70
Italy,Goalkeeper,2011.0,grass,135,514,933,78
Italy,Defender,2011.0,grass,135,514,933,79
Italy,Attacker,2011.0,grass,135,514,933,75
Italy,Midfielder,2011.0,grass,135,514,933,74
Italy,Attacker,2011.0,grass,135,514,933,75
France,Midfielder,2011.0,grass,135,514,933,72
Italy,Goalkeeper,2011.0,grass,135,514,933,78
Serbia,Midfielder,2011.0,grass,135,514,933,80
Slovenia,Goalkeeper,2011.0,grass,135,514,933,84
Poland,Defender,2011.0,grass,135,514,933,77
Italy,Defender,2011.0,grass,135,514,933,75
Italy,Defender,2011.0,grass,135,514,933,73
Italy,Defender,2011.0,grass,135,514,933,69
Brazil,Midfielder,2011.0,grass,135,514,933,83
Italy,Attacker,2011.0,grass,135,514,933,62
Argentina,Defender,2011.0,grass,135,514,933,85
Italy,Goalkeeper,2011.0,grass,135,514,933,90
Italy,Goalkeeper,2011.0,grass,135,514,933,74
Bosnia and Herzegovina,Attacker,2011.0,grass,135,514,933,94
Mali,Midfielder,2011.0,grass,135,514,933,77
Slovakia,Defender,2011.0,grass,135,514,933,74
Italy,Defender,2011.0,grass,135,514,933,78
Italy,Attacker,2011.0,grass,135,514,933,79
Norway,Midfielder,2011.0,grass,135,514,933,84
Italy,Defender,2011.0,grass,135,514,933,70
Italy,Midfielder,2011.0,grass,135,514,933,78
Romania,Defender,2011.0,grass,135,514,933,75
Italy,Midfielder,2011.0,grass,135,514,933,76
Sweden,Defender,2011.0,grass,135,514,933,75
Nigeria,Midfielder,2011.0,grass,135,514,933,72
Croatia,Defender,2011.0,grass,135,514,933,76
Senegal,Midfielder,2011.0,grass,135,514,933,75
Italy,Midfielder,2011.0,grass,135,514,933,81
Côte d'Ivoire,Attacker,2011.0,grass,135,514,933,75
Nigeria,Attacker,2011.0,grass,135,514,933,84
Albania,Defender,2011.0,grass,135,514,933,80
Italy,Midfielder,2011.0,grass,135,514,933,72
Tunisia,Defender,2011.0,grass,135,514,933,77
Italy,Goalkeeper,2011.0,grass,135,514,933,76
Moldova,Defender,2011.0,grass,135,514,933,75
Italy,Attacker,2011.0,grass,135,514,933,80
Italy,Defender,2011.0,grass,135,514,933,71
Italy,Defender,2011.0,grass,135,514,933,77
Italy,Attacker,2011.0,grass,135,514,933,78
Italy,Defender,2011.0,grass,135,514,933,73
Norway,Attacker,2011.0,grass,135,514,933,89
France,Attacker,2011.0,grass,135,514,933,80
Cyprus,Midfielder,2011.0,grass,135,514,933,71
Norway,Defender,2011.0,grass,135,514,933,80
Brazil,Attacker,2011.0,grass,135,514,933,73
Italy,Midfielder,1900.0,grass,135,487,910,78
Italy,Defender,1900.0,grass,135,487,910,72
Switzerland,Defender,1900.0,grass,135,487,910,75
Switzerland,Midfielder,1900.0,grass,135,487,910,75
Slovakia,Defender,1900.0,grass,135,487,910,81
Brazil,Midfielder,1900.0,grass,135,487,910,74
Serbia,Defender,1900.0,grass,135,487,910,75
Argentina,Midfielder,1900.0,grass,135,487,910,76
Italy,Defender,1900.0,grass,135,487,910,88
Argentina,Attacker,1900.0,grass,135,487,910,75
Côte d'Ivoire,Midfielder,1900.0,grass,135,487,910,70
Albania,Goalkeeper,1900.0,grass,135,487,910,78
Suriname,Defender,1900.0,grass,135,487,910,70
Albania,Defender,1900.0,grass,135,487,910,75
Spain,Defender,1900.0,grass,135,487,910,72
Romania,Defender,1900.0,grass,135,487,910,79
Italy,Midfielder,1900.0,grass,135,487,910,70
Spain,Midfielder,1900.0,grass,135,487,910,70
Brazil,Midfielder,1900.0,grass,135,487,910,70
Italy,Midfielder,1900.0,grass,135,487,910,67
Italy,Midfielder,1900.0,grass,135,487,910,63
Lithuania,Goalkeeper,1900.0,grass,135,487,910,80
Netherlands,Attacker,1900.0,grass,135,487,910,66
Argentina,Midfielder,1900.0,grass,135,487,910,75
Italy,Midfielder,1900.0,grass,135,487,910,70
Italy,Defender,1900.0,grass,135,487,910,73
Croatia,Midfielder,1900.0,grass,135,487,910,80
Italy,Attacker,1900.0,grass,135,487,910,78
Spain,Attacker,1900.0,grass,135,487,910,65
Algeria,Midfielder,1900.0,grass,135,487,910,75
Ecuador,Attacker,1900.0,grass,135,487,910,84
Italy,Goalkeeper,1900.0,grass,135,487,910,75
Italy,Goalkeeper,1900.0,grass,135,487,910,76
Cape Verde,Attacker,1900.0,grass,135,487,910,72
Spain,Goalkeeper,1900.0,grass,135,487,910,92
Italy,Defender,1900.0,grass,135,487,910,80
Spain,Midfielder,1900.0,grass,135,487,910,76
Kosovo,Attacker,1900.0,grass,135,487,910,92
Spain,Attacker,1900.0,grass,135,487,910,68
Denmark,Defender,1900.0,grass,135,487,910,68
Serbia,Midfielder,1900.0,grass,135,487,910,83
Montenegro,Defender,1900.0,grass,135,487,910,76
Italy,Midfielder,1900.0,grass,135,487,910,78
Italy,Defender,1922.0,grass,135,488,935,82
Ghana,Midfielder,1922.0,grass,135,488,935,75
Italy,Midfielder,1922.0,grass,135,488,935,79
Albania,Midfielder,1922.0,grass,135,488,935,75
Italy,Midfielder,1922.0,grass,135,488,935,75
Italy,Attacker,1922.0,grass,135,488,935,73
Italy,Attacker,1922.0,grass,135,488,935,73
Slovakia,Midfielder,1922.0,grass,135,488,935,71
Romania,Defender,1922.0,grass,135,488,935,75
Italy,Attacker,1922.0,grass,135,488,935,69
Morocco,Midfielder,1922.0,grass,135,488,935,73
Côte d'Ivoire,Attacker,1922.0,grass,135,488,935,68
Greece,Defender,1922.0,grass,135,488,935,74
Italy,Attacker,1922.0,grass,135,488,935,75
Türkiye,Defender,1922.0,grass,135,488,935,74
Italy,Goalkeeper,1922.0,grass,135,488,935,82
Italy,Goalkeeper,1922.0,grass,135,488,935,76
Italy,Defender,1922.0,grass,135,488,935,82
Brazil,Defender,1922.0,grass,135,488,935,70
Italy,Defender,1922.0,grass,135,488,935,75
Italy,Goalkeeper,1922.0,grass,135,488,935,75
Germany,Defender,1922.0,grass,135,488,935,74
Norway,Attacker,1922.0,grass,135,488,935,71
France,Midfielder,1922.0,grass,135,488,935,58
Brazil,Midfielder,1922.0,grass,135,488,935,71
Equatorial Guinea,Midfielder,1922.0,grass,135,488,935,75
France,Attacker,1922.0,grass,135,488,935,79
Italy,Attacker,1922.0,grass,135,488,935,72
Italy,Midfielder,1922.0,grass,135,488,935,74
Morocco,Midfielder,1922.0,grass,135,488,935,76
Brazil,Defender,1922.0,grass,135,488,935,78
Italy,Defender,1922.0,grass,135,488,935,73
Italy,Defender,1922.0,grass,135,488,935,87
Italy,Attacker,1922.0,grass,135,488,935,73
Colombia,Defender,1922.0,grass,135,488,935,67
Italy,Attacker,1922.0,grass,135,488,935,85
Côte d'Ivoire,Midfielder,1922.0,grass,135,488,935,77
Italy,Goalkeeper,1922.0,grass,135,488,935,75
Italy,Midfielder,1922.0,grass,135,488,935,70
Italy,Attacker,1922.0,grass,135,488,935,73
Italy,Goalkeeper,1922.0,grass,135,488,935,76
Türkiye,Defender,1922.0,grass,135,488,935,84
Serbia,Midfielder,1922.0,grass,135,488,935,73
Italy,Attacker,1946.0,grass,135,498,905,61
Italy,Defender,1946.0,grass,135,498,905,72
Portugal,Midfielder,1946.0,grass,135,498,905,72
Italy,Midfielder,1946.0,grass,135,498,905,69
Japan,Defender,1946.0,grass,135,498,905,78
Germany,Defender,1946.0,grass,135,498,905,85
Czech Republic,Midfielder,1946.0,grass,135,498,905,74
Italy,Defender,1946.0,grass,135,498,905,80
Poland,Defender,1946.0,grass,135,498,905,77
England,Midfielder,1946.0,grass,135,498,905,70
Colombia,Defender,1946.0,grass,135,498,905,78
Italy,Defender,1946.0,grass,135,498,905,76
Italy,Goalkeeper,1946.0,grass,135,498,905,83
Italy,Defender,1946.0,grass,135,498,905,74
Italy,Attacker,1946.0,grass,135,498,905,72
Italy,Midfielder,1946.0,grass,135,498,905,62
Algeria,Midfielder,1946.0,grass,135,498,905,83
Italy,Defender,1946.0,grass,135,498,905,70
Italy,Goalkeeper,1946.0,grass,135,498,905,75
Spain,Midfielder,1946.0,grass,135,498,905,70
Italy,Defender,1946.0,grass,135,498,905,78
Italy,Attacker,1946.0,grass,135,498,905,75
Italy,Attacker,1946.0,grass,135,498,905,79
Italy,Attacker,1946.0,grass,135,498,905,79
Norway,Midfielder,1946.0,grass,135,498,905,67
Italy,Goalkeeper,1946.0,grass,135,498,905,85
Italy,Attacker,1946.0,grass,135,498,905,75
Italy,Attacker,1946.0,grass,135,498,905,75
Italy,Defender,1946.0,grass,135,498,905,85
Italy,Defender,1946.0,grass,135,498,905,71
Italy,Midfielder,1946.0,grass,135,498,905,70
Romania,Defender,1946.0,grass,135,498,905,75
Italy,Midfielder,1946.0,grass,135,498,905,70
Italy,Attacker,1946.0,grass,135,498,905,73
Italy,Attacker,1946.0,grass,135,498,905,78
Denmark,Midfielder,1946.0,grass,135,498,905,66
Netherlands,Midfielder,1946.0,grass,135,498,905,77
Ukraine,Attacker,1946.0,grass,135,498,905,79
Italy,Attacker,1946.0,grass,135,498,905,73
Italy,Defender,1946.0,grass,135,498,905,74
Italy,Defender,1946.0,grass,135,498,905,73
Italy,Goalkeeper,1946.0,grass,135,498,905,76
Italy,Goalkeeper,1946.0,grass,135,498,905,76
Gambia,Defender,1946.0,grass,135,498,905,88
Venezuela,Midfielder,1946.0,grass,135,498,905,76
Sweden,Midfielder,1946.0,grass,135,498,905,75
Venezuela,Attacker,1946.0,grass,135,498,905,80
Morocco,Midfielder,1946.0,grass,135,498,905,80
Norway,Midfielder,1946.0,grass,135,498,905,72
Brazil,Defender,1946.0,grass,135,498,905,89
Italy,Goalkeeper,1906.0,grass,135,503,943,77
Italy,Defender,1906.0,grass,135,503,943,72
Italy,Attacker,1906.0,grass,135,503,943,84
Serbia,Attacker,1906.0,grass,135,503,943,72
Romania,Goalkeeper,1906.0,grass,135,503,943,75
Denmark,Attacker,1906.0,grass,135,503,943,72
Croatia,Midfielder,1906.0,grass,135,503,943,70
Italy,Midfielder,1906.0,grass,135,503,943,76
Switzerland,Defender,1906.0,grass,135,503,943,78
Albania,Goalkeeper,1906.0,grass,135,503,943,82
Italy,Goalkeeper,1906.0,grass,135,503,943,76
Côte d'Ivoire,Defender,1906.0,grass,135,503,943,79
Italy,Defender,1906.0,grass,135,503,943,80
Italy,Midfielder,1906.0,grass,135,503,943,75
Czech Republic,Defender,1906.0,grass,135,503,943,78
Italy,Attacker,1906.0,grass,135,503,943,78
Paraguay,Attacker,1906.0,grass,135,503,943,70
Nigeria,Defender,1906.0,grass,135,503,943,82
Kosovo,Defender,1906.0,grass,135,503,943,78
Côte d'Ivoire,Defender,1906.0,grass,135,503,943,71
Italy,Midfielder,1906.0,grass,135,503,943,59
Senegal,Attacker,1906.0,grass,135,503,943,76
Italy,Defender,1906.0,grass,135,503,943,78
Croatia,Attacker,1906.0,grass,135,503,943,83
Italy,Defender,1906.0,grass,135,503,943,73
Italy,Attacker,1906.0,grass,135,503,943,62
Côte d'Ivoire,Midfielder,1906.0,grass,135,503,943,75
Argentina,Defender,1906.0,grass,135,503,943,76
Italy,Attacker,1906.0,grass,135,503,943,68
Italy,Midfielder,1906.0,grass,135,503,943,75
Italy,Midfielder,1906.0,grass,135,503,943,70
Italy,Attacker,1906.0,grass,135,503,943,70
Belgium,Midfielder,1906.0,grass,135,503,943,78
Brazil,Defender,1906.0,grass,135,503,943,85
Italy,Attacker,1906.0,grass,135,503,943,72
Guinea,Midfielder,1906.0,grass,135,503,943,79
Algeria,Midfielder,1906.0,grass,135,503,943,75
Italy,Midfielder,1906.0,grass,135,503,943,70
Venezuela,Midfielder,1906.0,grass,135,503,943,76
Serbia,Midfielder,1906.0,grass,135,503,943,76
Serbia,Goalkeeper,1906.0,grass,135,503,943,96
Brazil,Defender,1906.0,grass,135,503,943,80
Spain,Attacker,1906.0,grass,135,503,943,69
New Zealand,Midfielder,1906.0,grass,135,503,943,69
Poland,Midfielder,1906.0,grass,135,503,943,73
Italy,Attacker,1907.0,grass,135,499,879,75
Croatia,Defender,1907.0,grass,135,499,879,72
Germany,Defender,1907.0,grass,135,499,879,76
Russia,Midfielder,1907.0,grass,135,499,879,74
Denmark,Defender,1907.0,grass,135,499,879,79
Italy,Defender,1907.0,grass,135,499,879,70
Argentina,Goalkeeper,1907.0,grass,135,499,879,93
Italy,Goalkeeper,1907.0,grass,135,499,879,83
Albania,Defender,1907.0,grass,135,499,879,83
Netherlands,Defender,1907.0,grass,135,499,879,72
Argentina,Defender,1907.0,grass,135,499,879,87
Italy,Defender,1907.0,grass,135,499,879,75
Türkiye,Defender,1907.0,grass,135,499,879,86
Italy,Goalkeeper,1907.0,grass,135,499,879,87
Italy,Defender,1907.0,grass,135,499,879,73
Italy,Goalkeeper,1907.0,grass,135,499,879,77
Colombia,Attacker,1907.0,grass,135,499,879,79
Colombia,Attacker,1907.0,grass,135,499,879,88
Croatia,Midfielder,1907.0,grass,135,499,879,82
Netherlands,Midfielder,1907.0,grass,135,499,879,76
Côte d'Ivoire,Attacker,1907.0,grass,135,499,879,68
Netherlands,Midfielder,1907.0,grass,135,499,879,77
Italy,Midfielder,1907.0,grass,135,499,879,77
Italy,Defender,1907.0,grass,135,499,879,81
Netherlands,Attacker,1907.0,grass,135,499,879,77
Italy,Attacker,1907.0,grass,135,499,879,78
Italy,Defender,1907.0,grass,135,499,879,83
Italy,Midfielder,1907.0,grass,135,499,879,78
Italy,Midfielder,1907.0,grass,135,499,879,76
Romania,Attacker,1907.0,grass,135,499,879,61
Guinea,Attacker,1907.0,grass,135,499,879,75
Italy,Midfielder,1907.0,grass,135,499,879,70
Italy,Defender,1907.0,grass,135,499,879,74
Italy,Midfielder,1907.0,grass,135,499,879,81
Côte d'Ivoire,Attacker,1907.0,grass,135,499,879,69
Italy,Midfielder,1907.0,grass,135,499,879,78
Switzerland,Midfielder,1907.0,grass,135,499,879,80
Slovenia,Midfielder,1907.0,grass,135,499,879,79
Italy,Midfielder,1907.0,grass,135,499,879,70
Slovenia,Goalkeeper,1907.0,grass,135,499,879,75
Italy,Midfielder,1907.0,grass,135,499,879,78
Italy,Goalkeeper,1907.0,grass,135,499,879,75
Ukraine,Midfielder,1907.0,grass,135,499,879,79
Italy,Attacker,1904.0,grass,135,492,11904,75
Greece,Defender,1904.0,grass,135,492,11904,83
Senegal,Defender,1904.0,grass,135,492,11904,89
Italy,Goalkeeper,1904.0,grass,135,492,11904,82
Portugal,Defender,1904.0,grass,135,492,11904,67
France,Midfielder,1904.0,grass,135,492,11904,67
Brazil,Defender,1904.0,grass,135,492,11904,83
Germany,Midfielder,1904.0,grass,135,492,11904,71
Kosovo,Defender,1904.0,grass,135,492,11904,87
Italy,Defender,1904.0,grass,135,492,11904,83
Slovakia,Midfielder,1904.0,grass,135,492,11904,68
Italy,Goalkeeper,1904.0,grass,135,492,11904,81
Poland,Goalkeeper,1904.0,grass,135,492,11904,75
Italy,Attacker,1904.0,grass,135,492,11904,67
Mexico,Attacker,1904.0,grass,135,492,11904,68
Italy,Midfielder,1904.0,grass,135,492,11904,71
Nigeria,Attacker,1904.0,grass,135,492,11904,78
Cameroon,Midfielder,1904.0,grass,135,492,11904,78
Italy,Attacker,1904.0,grass,135,492,11904,85
Italy,Defender,1904.0,grass,135,492,11904,77
Italy,Goalkeeper,1904.0,grass,135,492,11904,82
Italy,Attacker,1904.0,grass,135,492,11904,75
England,Defender,1904.0,grass,135,492,11904,75
Colombia,Goalkeeper,1904.0,grass,135,492,11904,77
France,Midfielder,1904.0,grass,135,492,11904,77
Italy,Attacker,1904.0,grass,135,492,11904,73
Italy,Defender,1904.0,grass,135,492,11904,74
Italy,Defender,1904.0,grass,135,492,11904,70
Italy,Midfielder,1904.0,grass,135,492,11904,75
Italy,Defender,1904.0,grass,135,492,11904,73
Italy,Defender,1904.0,grass,135,492,11904,74
Italy,Attacker,1904.0,grass,135,492,11904,75
France,Defender,1904.0,grass,135,492,11904,77
Belgium,Attacker,1904.0,grass,135,492,11904,61
Algeria,Defender,1904.0,grass,135,492,11904,80
Spain,Midfielder,1904.0,grass,135,492,11904,70
Algeria,Midfielder,1904.0,grass,135,492,11904,65
Italy,Attacker,1904.0,grass,135,492,11904,59
Poland,Midfielder,1904.0,grass,135,492,11904,76
North Macedonia,Midfielder,1904.0,grass,135,492,11904,68
Hungary,Goalkeeper,1897.0,grass,135,496,909,75
Netherlands,Defender,1897.0,grass,135,496,909,89
Switzerland,Midfielder,1897.0,grass,135,496,909,81
Italy,Midfielder,1897.0,grass,135,496,909,69
Belgium,Defender,1897.0,grass,135,496,909,70
Italy,Midfielder,1897.0,grass,135,496,909,72
Romania,Defender,1897.0,grass,135,496,909,75
Italy,Midfielder,1897.0,grass,135,496,909,67
Brazil,Midfielder,1897.0,grass,135,496,909,73
Uruguay,Midfielder,1897.0,grass,135,496,909,72
Italy,Defender,1897.0,grass,135,496,909,72
France,Midfielder,1897.0,grass,135,496,909,72
Brazil,Defender,1897.0,grass,135,496,909,78
Italy,Goalkeeper,1897.0,grass,135,496,909,85
Italy,Goalkeeper,1897.0,grass,135,496,909,85
Italy,Defender,1897.0,grass,135,496,909,85
Italy,Defender,1897.0,grass,135,496,909,78
Brazil,Defender,1897.0,grass,135,496,909,80
Italy,Defender,1897.0,grass,135,496,909,84
Colombia,Midfielder,1897.0,grass,135,496,909,72
Italy,Midfielder,1897.0,grass,135,496,909,71
Italy,Midfielder,1897.0,grass,135,496,909,75
Italy,Midfielder,1897.0,grass,135,496,909,78
Portugal,Attacker,1897.0,grass,135,496,909,83
Italy,Attacker,1897.0,grass,135,496,909,67
Brazil,Attacker,1897.0,grass,135,496,909,64
Italy,Attacker,1897.0,grass,135,496,909,70
Italy,Goalkeeper,1897.0,grass,135,496,909,76
Italy,Attacker,1897.0,grass,135,496,909,73
England,Attacker,1897.0,grass,135,496,909,69
Norway,Midfielder,1897.0,grass,135,496,909,75
Italy,Defender,1897.0,grass,135,496,909,78
Argentina,Midfielder,1897.0,grass,135,496,909,75
Italy,Defender,1897.0,grass,135,496,909,73
Uruguay,Goalkeeper,1897.0,grass,135,496,909,76
Spain,Attacker,1897.0,grass,135,496,909,84
Venezuela,Attacker,1897.0,grass,135,496,909,75
Italy,Defender,1897.0,grass,135,496,909,85
Italy,Attacker,1897.0,grass,135,496,909,77
France,Attacker,1897.0,grass,135,496,909,68
USA,Midfielder,1897.0,grass,135,496,909,84
Serbia,Attacker,1897.0,grass,135,496,909,88
Sweden,Midfielder,1897.0,grass,135,496,909,80
Argentina,Attacker,1897.0,grass,135,496,909,75
Poland,Goalkeeper,1897.0,grass,135,496,909,90
Wales,Midfielder,1897.0,grass,135,496,909,76
Italy,Goalkeeper,1908.0,grass,135,505,907,80
Ghana,Defender,1908.0,grass,135,505,907,75
Serbia,Defender,1908.0,grass,135,505,907,81
Italy,Defender,1908.0,grass,135,505,907,81
Italy,Defender,1908.0,grass,135,505,907,79
Slovenia,Goalkeeper,1908.0,grass,135,505,907,92
Netherlands,Defender,1908.0,grass,135,505,907,78
Brazil,Defender,1908.0,grass,135,505,907,70
Italy,Defender,1908.0,grass,135,505,907,75
Slovakia,Defender,1908.0,grass,135,505,907,80
Croatia,Midfielder,1908.0,grass,135,505,907,68
Italy,Midfielder,1908.0,grass,135,505,907,77
Italy,Defender,1908.0,grass,135,505,907,70
Belgium,Attacker,1908.0,grass,135,505,907,93
Italy,Midfielder,1908.0,grass,135,505,907,68
Italy,Defender,1908.0,grass,135,505,907,75
Italy,Goalkeeper,1908.0,grass,135,505,907,82
Italy,Midfielder,1908.0,grass,135,505,907,62
Argentina,Defender,1908.0,grass,135,505,907,75
Uruguay,Attacker,1908.0,grass,135,505,907,75
Italy,Defender,1908.0,grass,135,505,907,72
Italy,Attacker,1908.0,grass,135,505,907,72
Italy,Attacker,1908.0,grass,135,505,907,73
Belgium,Midfielder,1908.0,grass,135,505,907,65
Croatia,Midfielder,1908.0,grass,135,505,907,80
England,Defender,1908.0,grass,135,505,907,65
Denmark,Midfielder,1908.0,grass,135,505,907,76
Belgium,Midfielder,1908.0,grass,135,505,907,70
Italy,Midfielder,1908.0,grass,135,505,907,62
Serbia,Goalkeeper,1908.0,grass,135,505,907,78
Italy,Defender,1908.0,grass,135,505,907,74
Italy,Defender,1908.0,grass,135,505,907,74
Italy,Midfielder,1908.0,grass,135,505,907,70
Italy,Defender,1908.0,grass,135,505,907,74
Italy,Midfielder,1908.0,grass,135,505,907,70
Italy,Midfielder,1908.0,grass,135,505,907,70
Italy,Midfielder,1908.0,grass,135,505,907,69
Romania,Goalkeeper,1908.0,grass,135,505,907,70
Morocco,Defender,1908.0,grass,135,505,907,73
Uruguay,Midfielder,1908.0,grass,135,505,907,81
Argentina,Attacker,1908.0,grass,135,505,907,72
Chile,Attacker,1908.0,grass,135,505,907,62
Chile,Midfielder,1908.0,grass,135,505,907,75
Spain,Midfielder,1926.0,grass,135,502,902,73
Italy,Goalkeeper,1926.0,grass,135,502,902,75
Italy,Defender,1926.0,grass,135,502,902,73
France,Midfielder,1926.0,grass,135,502,902,72
Italy,Goalkeeper,1926.0,grass,135,502,902,88
Romania,Attacker,1926.0,grass,135,502,902,75
Uruguay,Midfielder,1926.0,grass,135,502,902,68
Uruguay,Defender,1926.0,grass,135,502,902,72
Russia,Attacker,1926.0,grass,135,502,902,74
Italy,Midfielder,1926.0,grass,135,502,902,75
Argentina,Defender,1926.0,grass,135,502,902,75
Brazil,Defender,1926.0,grass,135,502,902,85
Italy,Goalkeeper,1926.0,grass,135,502,902,85
Italy,Defender,1926.0,grass,135,502,902,78
Italy,Midfielder,1926.0,grass,135,502,902,73
Ghana,Midfielder,1926.0,grass,135,502,902,78
Côte d'Ivoire,Attacker,1926.0,grass,135,502,902,70
Italy,Midfielder,1926.0,grass,135,502,902,71
Italy,Defender,1926.0,grass,135,502,902,65
Bulgaria,Defender,1926.0,grass,135,502,902,75
Italy,Midfielder,1926.0,grass,135,502,902,70
Italy,Goalkeeper,1926.0,grass,135,502,902,78
Italy,Defender,1926.0,grass,135,502,902,72
Italy,Defender,1926.0,grass,135,502,902,70
Italy,Defender,1926.0,grass,135,502,902,78
Italy,Attacker,1926.0,grass,135,502,902,75
Italy,Defender,1926.0,grass,135,502,902,70
Italy,Attacker,1926.0,grass,135,502,902,70
Romania,Defender,1926.0,grass,135,502,902,75
Argentina,Defender,1926.0,grass,135,502,902,75
France,Defender,1926.0,grass,135,502,902,77
France,Midfielder,1926.0,grass,135,502,902,73
Spain,Midfielder,1926.0,grass,135,502,902,64
Spain,Defender,1926.0,grass,135,502,902,70
Spain,Attacker,1926.0,grass,135,502,902,73
Uruguay,Defender,1926.0,grass,135,502,902,77
Serbia,Defender,1926.0,grass,135,502,902,90
Serbia,Attacker,1926.0,grass,135,502,902,88
