player_nationality,games_position,team_founded,venue_surface,league_id,team_id,venue_id,player_weight
Germany,Attacker,1908.0,grass,144,554,174,80
Netherlands,Defender,1908.0,grass,144,554,174,74
Wales,Defender,1908.0,grass,144,554,174,81
Belgium,Attacker,1908.0,grass,144,554,174,71
Serbia,Attacker,1908.0,grass,144,554,174,74
Belgium,Attacker,1908.0,grass,144,554,174,73
Belgium,Defender,1908.0,grass,144,554,174,78
Belgium,Midfielder,1908.0,grass,144,554,174,72
USA,Midfielder,1908.0,grass,144,554,174,72
Belgium,Midfielder,1908.0,grass,144,554,174,70
Belgium,Defender,1908.0,grass,144,554,174,78
Belgium,Goalkeeper,1908.0,grass,144,554,174,86
Belgium,Defender,1908.0,grass,144,554,174,70
Netherlands,Goalkeeper,1908.0,grass,144,554,174,66
Belgium,Defender,1908.0,grass,144,554,174,74
Belgium,Goalkeeper,1908.0,grass,144,554,174,82
Belgium,Goalkeeper,1908.0,grass,144,554,174,77
France,Midfielder,1908.0,grass,144,554,174,72
Belgium,Midfielder,1908.0,grass,144,554,174,69
Belgium,Midfielder,1908.0,grass,144,554,174,65
Ghana,Midfielder,1908.0,grass,144,554,174,72
Belgium,Defender,1908.0,grass,144,554,174,62
Belgium,Midfielder,1908.0,grass,144,554,174,70
Norway,Midfielder,1908.0,grass,144,554,174,60
Belgium,Midfielder,1908.0,grass,144,554,174,79
Belgium,Defender,1908.0,grass,144,554,174,73
Congo DR,Midfielder,1908.0,grass,144,554,174,77
Belgium,Midfielder,1908.0,grass,144,554,174,67
Belgium,Attacker,1908.0,grass,144,554,174,81
Netherlands,Midfielder,1908.0,grass,144,554,174,81
Belgium,Defender,1908.0,grass,144,554,174,76
Belgium,Attacker,1908.0,grass,144,554,174,82
Sweden,Attacker,1908.0,grass,144,554,174,83
Germany,Goalkeeper,1908.0,grass,144,554,174,80
South Africa,Attacker,1908.0,grass,144,554,174,75
Albania,Attacker,1908.0,grass,144,554,174,75
Ukraine,Defender,1908.0,grass,144,554,174,73
Belgium,Midfielder,1908.0,grass,144,554,174,66
Bosnia and Herzegovina,Defender,1908.0,grass,144,554,174,76
Portugal,Defender,1908.0,grass,144,554,174,80
France,Goalkeeper,1908.0,grass,144,554,174,80
Belgium,Attacker,1908.0,grass,144,554,174,66
Sierra Leone,Attacker,1908.0,grass,144,554,174,79
Ghana,Attacker,1908.0,grass,144,554,174,69
USA,Defender,1908.0,grass,144,554,174,84
Suriname,Goalkeeper,1908.0,grass,144,554,174,88
Panama,Defender,1908.0,grass,144,554,174,75
Republic of Ireland,Midfielder,1908.0,grass,144,554,174,70
Jamaica,Defender,1908.0,grass,144,554,174,73
Austria,Midfielder,1908.0,grass,144,554,174,80
Belgium,Midfielder,1900.0,grass,144,631,180,80
Sweden,Defender,1900.0,grass,144,631,180,78
Ghana,Defender,1900.0,grass,144,631,180,62
Congo DR,Midfielder,1900.0,grass,144,631,180,73
Georgia,Attacker,1900.0,grass,144,631,180,75
Germany,Midfielder,1900.0,grass,144,631,180,76
France,Defender,1900.0,grass,144,631,180,74
Germany,Attacker,1900.0,grass,144,631,180,85
Nigeria,Midfielder,1900.0,grass,144,631,180,75
Nigeria,Attacker,1900.0,grass,144,631,180,75
Belgium,Attacker,1900.0,grass,144,631,180,65
Israel,Attacker,1900.0,grass,144,631,180,79
Ukraine,Attacker,1900.0,grass,144,631,180,79
Belgium,Midfielder,1900.0,grass,144,631,180,69
Türkiye,Goalkeeper,1900.0,grass,144,631,180,83
Belgium,Goalkeeper,1900.0,grass,144,631,180,80
Belgium,Goalkeeper,1900.0,grass,144,631,180,78
Ukraine,Defender,1900.0,grass,144,631,180,70
Ukraine,Midfielder,1900.0,grass,144,631,180,78
Angola,Defender,1900.0,grass,144,631,180,76
Belgium,Defender,1900.0,grass,144,631,180,85
Belgium,Goalkeeper,1900.0,grass,144,631,180,84
Ghana,Midfielder,1900.0,grass,144,631,180,66
Belgium,Midfielder,1900.0,grass,144,631,180,63
Belgium,Midfielder,1900.0,grass,144,631,180,79
Belgium,Midfielder,1900.0,grass,144,631,180,67
Gambia,Midfielder,1900.0,grass,144,631,180,78
Morocco,Attacker,1900.0,grass,144,631,180,70
Belgium,Attacker,1900.0,grass,144,631,180,91
Belgium,Midfielder,1900.0,grass,144,631,180,69
Belgium,Midfielder,1900.0,grass,144,631,180,73
Belgium,Defender,1900.0,grass,144,631,180,63
Belgium,Midfielder,1900.0,grass,144,631,180,65
Iran,Defender,1900.0,grass,144,631,180,70
Belgium,Defender,1900.0,grass,144,631,180,86
Senegal,Attacker,1900.0,grass,144,631,180,84
Belgium,Midfielder,1900.0,grass,144,631,180,71
Canada,Attacker,1900.0,grass,144,631,180,70
Ghana,Midfielder,1900.0,grass,144,631,180,72
Georgia,Midfielder,1900.0,grass,144,631,180,78
Norway,Defender,1900.0,grass,144,631,180,82
Cameroon,Defender,1900.0,grass,144,631,180,87
Côte d'Ivoire,Attacker,1900.0,grass,144,631,180,65
Belgium,Midfielder,1924.0,artificial turf,144,735,19611,71
Belgium,Goalkeeper,1924.0,artificial turf,144,735,19611,67
Nigeria,Defender,1924.0,artificial turf,144,735,19611,74
Argentina,Attacker,1924.0,artificial turf,144,735,19611,68
Belgium,Midfielder,1924.0,artificial turf,144,735,19611,68
Togo,Midfielder,1924.0,artificial turf,144,735,19611,75
Congo DR,Attacker,1924.0,artificial turf,144,735,19611,75
Haiti,Attacker,1924.0,artificial turf,144,735,19611,79
Japan,Attacker,1924.0,artificial turf,144,735,19611,59
Belgium,Midfielder,1924.0,artificial turf,144,735,19611,74
Belgium,Defender,1924.0,artificial turf,144,735,19611,76
Belgium,Goalkeeper,1924.0,artificial turf,144,735,19611,70
Portugal,Defender,1924.0,artificial turf,144,735,19611,86
Belgium,Defender,1924.0,artificial turf,144,735,19611,72
Belgium,Midfielder,1924.0,artificial turf,144,735,19611,73
Ukraine,Attacker,1924.0,artificial turf,144,735,19611,75
Guinea,Midfielder,1924.0,artificial turf,144,735,19611,84
Belgium,Midfielder,1924.0,artificial turf,144,735,19611,57
Belgium,Attacker,1924.0,artificial turf,144,735,19611,87
Morocco,Defender,1924.0,artificial turf,144,735,19611,82
Belgium,Defender,1924.0,artificial turf,144,735,19611,76
Belgium,Attacker,1924.0,artificial turf,144,735,19611,71
Spain,Defender,1924.0,artificial turf,144,735,19611,71
Greece,Defender,1924.0,artificial turf,144,735,19611,68
Belgium,Defender,1924.0,artificial turf,144,735,19611,81
Argentina,Midfielder,1924.0,artificial turf,144,735,19611,71
Angola,Defender,1924.0,artificial turf,144,735,19611,87
Guinea,Defender,1924.0,artificial turf,144,735,19611,72
Japan,Attacker,1924.0,artificial turf,144,735,19611,75
Japan,Defender,1924.0,artificial turf,144,735,19611,72
USA,Midfielder,1924.0,artificial turf,144,735,19611,75
Japan,Goalkeeper,1924.0,artificial turf,144,735,19611,88
New Zealand,Defender,1924.0,artificial turf,144,735,19611,75
Japan,Defender,1924.0,artificial turf,144,735,19611,73
Japan,Midfielder,1924.0,artificial turf,144,735,19611,75
Korea Republic,Attacker,1924.0,artificial turf,144,735,19611,65
Brazil,Midfielder,1924.0,artificial turf,144,735,19611,72
Belgium,Defender,1880.0,grass,144,740,175,86
Brazil,Defender,1880.0,grass,144,740,175,87
Congo DR,Attacker,1880.0,grass,144,740,175,76
Congo DR,Defender,1880.0,grass,144,740,175,80
Belgium,Goalkeeper,1880.0,grass,144,740,175,73
Netherlands,Midfielder,1880.0,grass,144,740,175,72
Nigeria,Defender,1880.0,grass,144,740,175,74
France,Defender,1880.0,grass,144,740,175,84
Senegal,Defender,1880.0,grass,144,740,175,95
Portugal,Defender,1880.0,grass,144,740,175,66
Ghana,Attacker,1880.0,grass,144,740,175,68
Congo DR,Attacker,1880.0,grass,144,740,175,83
Belgium,Midfielder,1880.0,grass,144,740,175,72
Belgium,Defender,1880.0,grass,144,740,175,77
France,Goalkeeper,1880.0,grass,144,740,175,70
Japan,Attacker,1880.0,grass,144,740,175,64
Belgium,Midfielder,1880.0,grass,144,740,175,65
Uruguay,Attacker,1880.0,grass,144,740,175,86
Cameroon,Midfielder,1880.0,grass,144,740,175,83
Congo DR,Attacker,1880.0,grass,144,740,175,79
Belgium,Midfielder,1880.0,grass,144,740,175,66
Belgium,Midfielder,1880.0,grass,144,740,175,68
Belgium,Attacker,1880.0,grass,144,740,175,63
Belgium,Midfielder,1880.0,grass,144,740,175,66
Belgium,Goalkeeper,1880.0,grass,144,740,175,83
Israel,Midfielder,1880.0,grass,144,740,175,70
Belgium,Attacker,1880.0,grass,144,740,175,68
Croatia,Goalkeeper,1880.0,grass,144,740,175,78
Congo,Attacker,1880.0,grass,144,740,175,85
Cameroon,Defender,1880.0,grass,144,740,175,73
Belgium,Attacker,1880.0,grass,144,740,175,73
Cameroon,Attacker,1880.0,grass,144,740,175,78
Belgium,Midfielder,1880.0,grass,144,740,175,73
Belgium,Goalkeeper,1880.0,grass,144,740,175,73
Belgium,Defender,1880.0,grass,144,740,175,70
Belgium,Defender,1880.0,grass,144,740,175,73
Portugal,Attacker,1880.0,grass,144,740,175,75
France,Defender,1880.0,grass,144,740,175,68
France,Midfielder,1880.0,grass,144,740,175,77
Cameroon,Midfielder,1880.0,grass,144,740,175,77
Peru,Midfielder,1880.0,grass,144,740,175,68
Iran,Goalkeeper,1880.0,grass,144,740,175,85
Norway,Defender,1880.0,grass,144,740,175,79
Korea Republic,Defender,1880.0,grass,144,740,175,78
Tunisia,Attacker,2010.0,grass,144,743,188,79
France,Attacker,2010.0,grass,144,743,188,94
Belgium,Attacker,2010.0,grass,144,743,188,73
Belgium,Midfielder,2010.0,grass,144,743,188,72
Argentina,Defender,2010.0,grass,144,743,188,78
Italy,Goalkeeper,2010.0,grass,144,743,188,75
Senegal,Defender,2010.0,grass,144,743,188,73
Cameroon,Midfielder,2010.0,grass,144,743,188,66
Belgium,Attacker,2010.0,grass,144,743,188,75
Montenegro,Midfielder,2010.0,grass,144,743,188,75
Nigeria,Attacker,2010.0,grass,144,743,188,74
Moldova,Attacker,2010.0,grass,144,743,188,75
Belgium,Defender,2010.0,grass,144,743,188,76
Serbia,Defender,2010.0,grass,144,743,188,75
Belgium,Defender,2010.0,grass,144,743,188,66
France,Defender,2010.0,grass,144,743,188,71
Belgium,Midfielder,2010.0,grass,144,743,188,84
Burkina Faso,Goalkeeper,2010.0,grass,144,743,188,80
Belgium,Goalkeeper,2010.0,grass,144,743,188,80
Belgium,Defender,2010.0,grass,144,743,188,76
Serbia,Goalkeeper,2010.0,grass,144,743,188,88
France,Attacker,2010.0,grass,144,743,188,64
Canada,Attacker,2010.0,grass,144,743,188,68
France,Defender,2010.0,grass,144,743,188,70
Belgium,Attacker,2010.0,grass,144,743,188,71
Albania,Attacker,2010.0,grass,144,743,188,73
France,Midfielder,2010.0,grass,144,743,188,72
Belgium,Midfielder,2010.0,grass,144,743,188,68
France,Midfielder,2010.0,grass,144,743,188,70
Angola,Attacker,2010.0,grass,144,743,188,63
Côte d'Ivoire,Defender,2010.0,grass,144,743,188,75
Cameroon,Midfielder,2010.0,grass,144,743,188,76
Cape Verde,Attacker,2010.0,grass,144,743,188,70
Morocco,Defender,2010.0,grass,144,743,188,75
Montenegro,Midfielder,2010.0,grass,144,743,188,78
Cameroon,Attacker,2010.0,grass,144,743,188,74
Portugal,Midfielder,2010.0,grass,144,743,188,72
Belgium,Goalkeeper,1899.0,grass,144,741,176,80
France,Defender,1899.0,grass,144,741,176,85
Bulgaria,Midfielder,1899.0,grass,144,741,176,68
Gambia,Attacker,1899.0,grass,144,741,176,80
Scotland,Defender,1899.0,grass,144,741,176,83
Belgium,Goalkeeper,1899.0,grass,144,741,176,85
Belgium,Midfielder,1899.0,grass,144,741,176,72
Belgium,Defender,1899.0,grass,144,741,176,72
Belgium,Attacker,1899.0,grass,144,741,176,74
Belgium,Midfielder,1899.0,grass,144,741,176,76
Portugal,Midfielder,1899.0,grass,144,741,176,61
France,Defender,1899.0,grass,144,741,176,82
Togo,Attacker,1899.0,grass,144,741,176,81
Brazil,Goalkeeper,1899.0,grass,144,741,176,87
Bosnia and Herzegovina,Midfielder,1899.0,grass,144,741,176,69
Belgium,Attacker,1899.0,grass,144,741,176,79
France,Midfielder,1899.0,grass,144,741,176,77
Belgium,Defender,1899.0,grass,144,741,176,73
Belgium,Attacker,1899.0,grass,144,741,176,71
Brazil,Defender,1899.0,grass,144,741,176,72
Belgium,Midfielder,1899.0,grass,144,741,176,64
France,Defender,1899.0,grass,144,741,176,77
Belgium,Defender,1899.0,grass,144,741,176,76
Netherlands,Attacker,1899.0,grass,144,741,176,72
Congo,Attacker,1899.0,grass,144,741,176,85
Kenya,Midfielder,1899.0,grass,144,741,176,73
Mali,Midfielder,1899.0,grass,144,741,176,72
Belgium,Goalkeeper,1899.0,grass,144,741,176,78
Belgium,Midfielder,1899.0,grass,144,741,176,70
France,Goalkeeper,1899.0,grass,144,741,176,80
France,Attacker,1899.0,grass,144,741,176,74
France,Defender,1899.0,grass,144,741,176,86
Canada,Attacker,1899.0,grass,144,741,176,79
Japan,Defender,1899.0,grass,144,741,176,77
Senegal,Midfielder,1899.0,grass,144,741,176,78
Serbia,Defender,1899.0,grass,144,741,176,88
Belgium,Midfielder,1936.0,grass,144,738,189,71
Ghana,Attacker,1936.0,grass,144,738,189,69
Portugal,Defender,1936.0,grass,144,738,189,87
Belgium,Goalkeeper,1936.0,grass,144,738,189,73
Belgium,Midfielder,1936.0,grass,144,738,189,69
Cameroon,Midfielder,1936.0,grass,144,738,189,75
Montenegro,Attacker,1936.0,grass,144,738,189,75
Germany,Defender,1936.0,grass,144,738,189,83
Germany,Defender,1936.0,grass,144,738,189,70
Cameroon,Defender,1936.0,grass,144,738,189,74
Curaçao,Attacker,1936.0,grass,144,738,189,81
Switzerland,Attacker,1936.0,grass,144,738,189,86
USA,Attacker,1936.0,grass,144,738,189,84
France,Attacker,1936.0,grass,144,738,189,72
Costa Rica,Defender,1936.0,grass,144,738,189,78
Belgium,Defender,1936.0,grass,144,738,189,77
Belgium,Attacker,1936.0,grass,144,738,189,69
Belgium,Midfielder,1936.0,grass,144,738,189,72
Belgium,Midfielder,1936.0,grass,144,738,189,73
Belgium,Goalkeeper,1936.0,grass,144,738,189,77
Serbia,Defender,1936.0,grass,144,738,189,78
Belgium,Midfielder,1936.0,grass,144,738,189,68
Belgium,Defender,1936.0,grass,144,738,189,75
Belgium,Defender,1936.0,grass,144,738,189,80
Belgium,Attacker,1936.0,grass,144,738,189,73
Belgium,Goalkeeper,1936.0,grass,144,738,189,83
Belgium,Attacker,1936.0,grass,144,738,189,70
Belgium,Goalkeeper,1936.0,grass,144,738,189,85
Switzerland,Midfielder,1936.0,grass,144,738,189,72
France,Midfielder,1936.0,grass,144,738,189,67
Belgium,Midfielder,1936.0,grass,144,738,189,81
Morocco,Defender,1936.0,grass,144,738,189,80
Belgium,Defender,1936.0,grass,144,738,189,76
Belgium,Defender,1936.0,grass,144,738,189,76
Belgium,Goalkeeper,1936.0,grass,144,738,189,82
Albania,Attacker,1936.0,grass,144,738,189,79
Belgium,Midfielder,1936.0,grass,144,738,189,70
Belgium,Defender,1936.0,grass,144,738,189,81
Japan,Midfielder,1936.0,grass,144,738,189,72
Luxembourg,Midfielder,1936.0,grass,144,738,189,80
Rwanda,Midfielder,1936.0,grass,144,738,189,75
Montenegro,Defender,1936.0,grass,144,738,189,77
Norway,Midfielder,1936.0,grass,144,738,189,78
Belgium,Goalkeeper,1921.0,grass,144,263,181,84
Belgium,Midfielder,1921.0,grass,144,263,181,71
Belgium,Defender,1921.0,grass,144,263,181,76
Austria,Midfielder,1921.0,grass,144,263,181,84
Belgium,Attacker,1921.0,grass,144,263,181,71
Croatia,Defender,1921.0,grass,144,263,181,83
Belgium,Defender,1921.0,grass,144,263,181,84
Belgium,Attacker,1921.0,grass,144,263,181,70
Belgium,Defender,1921.0,grass,144,263,181,63
Ukraine,Defender,1921.0,grass,144,263,181,82
Kazakhstan,Defender,1921.0,grass,144,263,181,75
Mali,Midfielder,1921.0,grass,144,263,181,68
Belgium,Goalkeeper,1921.0,grass,144,263,181,84
Belgium,Defender,1921.0,grass,144,263,181,80
Belgium,Defender,1921.0,grass,144,263,181,85
Algeria,Defender,1921.0,grass,144,263,181,74
France,Defender,1921.0,grass,144,263,181,84
Belgium,Midfielder,1921.0,grass,144,263,181,79
Belgium,Midfielder,1921.0,grass,144,263,181,76
England,Midfielder,1921.0,grass,144,263,181,70
Morocco,Attacker,1921.0,grass,144,263,181,70
Belgium,Goalkeeper,1921.0,grass,144,263,181,70
Belgium,Defender,1921.0,grass,144,263,181,76
Belgium,Midfielder,1921.0,grass,144,263,181,68
Belgium,Midfielder,1921.0,grass,144,263,181,74
Belgium,Attacker,1921.0,grass,144,263,181,78
Belgium,Attacker,1921.0,grass,144,263,181,75
Belgium,Midfielder,1921.0,grass,144,263,181,71
Congo,Attacker,1921.0,grass,144,263,181,82
Cameroon,Attacker,1921.0,grass,144,263,181,87
Gambia,Attacker,1921.0,grass,144,263,181,69
France,Defender,1921.0,grass,144,263,181,77
Nigeria,Attacker,1921.0,grass,144,263,181,88
Japan,Attacker,1921.0,grass,144,263,181,74
Togo,Attacker,1921.0,grass,144,263,181,80
Brazil,Attacker,1921.0,grass,144,263,181,72
Belgium,Midfielder,1957.0,grass,144,260,186,65
Germany,Defender,1957.0,grass,144,260,186,78
Belgium,Goalkeeper,1957.0,grass,144,260,186,80
Belgium,Attacker,1957.0,grass,144,260,186,73
Côte d'Ivoire,Midfielder,1957.0,grass,144,260,186,70
Croatia,Defender,1957.0,grass,144,260,186,80
France,Midfielder,1957.0,grass,144,260,186,80
France,Defender,1957.0,grass,144,260,186,73
Belgium,Midfielder,1957.0,grass,144,260,186,76
Thailand,Goalkeeper,1957.0,grass,144,260,186,85
Hungary,Defender,1957.0,grass,144,260,186,84
France,Attacker,1957.0,grass,144,260,186,77
Belgium,Attacker,1957.0,grass,144,260,186,71
France,Attacker,1957.0,grass,144,260,186,86
Belgium,Midfielder,1957.0,grass,144,260,186,71
Ghana,Attacker,1957.0,grass,144,260,186,72
Belgium,Defender,1957.0,grass,144,260,186,62
Belgium,Attacker,1957.0,grass,144,260,186,74
Burkina Faso,Defender,1957.0,grass,144,260,186,75
Belgium,Defender,1957.0,grass,144,260,186,75
Belgium,Midfielder,1957.0,grass,144,260,186,71
Bulgaria,Midfielder,1957.0,grass,144,260,186,67
Belgium,Defender,1957.0,grass,144,260,186,75
Belgium,Defender,1957.0,grass,144,260,186,74
Belgium,Defender,1957.0,grass,144,260,186,80
Ghana,Attacker,1957.0,grass,144,260,186,66
Belgium,Midfielder,1957.0,grass,144,260,186,67
Belgium,Defender,1957.0,grass,144,260,186,68
Belgium,Defender,1957.0,grass,144,260,186,76
Belgium,Attacker,1957.0,grass,144,260,186,73
Belgium,Defender,1957.0,grass,144,260,186,85
Benin,Attacker,1957.0,grass,144,260,186,74
Denmark,Goalkeeper,1957.0,grass,144,260,186,80
Wales,Midfielder,1957.0,grass,144,260,186,79
France,Midfielder,1957.0,grass,144,260,186,71
South Africa,Goalkeeper,1957.0,grass,144,260,186,75
France,Attacker,1957.0,grass,144,260,186,85
Belgium,Goalkeeper,1957.0,grass,144,260,186,79
Belgium,Goalkeeper,1957.0,grass,144,260,186,77
Ghana,Midfielder,1957.0,grass,144,260,186,69
Belgium,Attacker,1957.0,grass,144,260,186,71
Venezuela,Goalkeeper,1957.0,grass,144,260,186,91
Slovenia,Attacker,1957.0,grass,144,260,186,77
Jordan,Attacker,1957.0,grass,144,260,186,75
Czech Republic,Defender,1957.0,grass,144,260,186,75
Canada,Attacker,1957.0,grass,144,260,186,70
Belgium,Midfielder,1904.0,grass,144,266,185,69
Belgium,Midfielder,1904.0,grass,144,266,185,65
Belgium,Goalkeeper,1904.0,grass,144,266,185,80
Belgium,Midfielder,1904.0,grass,144,266,185,69
Belgium,Attacker,1904.0,grass,144,266,185,85
Belgium,Midfielder,1904.0,grass,144,266,185,80
Belgium,Midfielder,1904.0,grass,144,266,185,72
Belgium,Goalkeeper,1904.0,grass,144,266,185,77
Sweden,Attacker,1904.0,grass,144,266,185,85
Côte d'Ivoire,Attacker,1904.0,grass,144,266,185,81
Belgium,Defender,1904.0,grass,144,266,185,77
Netherlands,Attacker,1904.0,grass,144,266,185,89
Belgium,Midfielder,1904.0,grass,144,266,185,78
Belgium,Midfielder,1904.0,grass,144,266,185,64
Belgium,Goalkeeper,1904.0,grass,144,266,185,81
Indonesia,Defender,1904.0,grass,144,266,185,73
Belgium,Defender,1904.0,grass,144,266,185,75
Belgium,Goalkeeper,1904.0,grass,144,266,185,83
Netherlands,Defender,1904.0,grass,144,266,185,77
Belgium,Defender,1904.0,grass,144,266,185,52
Belgium,Midfielder,1904.0,grass,144,266,185,69
Belgium,Attacker,1904.0,grass,144,266,185,74
Sweden,Attacker,1904.0,grass,144,266,185,75
Belgium,Midfielder,1904.0,grass,144,266,185,75
Belgium,Defender,1904.0,grass,144,266,185,75
Trinidad and Tobago,Defender,1904.0,grass,144,266,185,85
Belgium,Midfielder,1904.0,grass,144,266,185,82
Belgium,Attacker,1904.0,grass,144,266,185,70
Sweden,Defender,1904.0,grass,144,266,185,69
France,Defender,1904.0,grass,144,266,185,75
Belgium,Defender,1904.0,grass,144,266,185,76
Morocco,Goalkeeper,1904.0,grass,144,266,185,79
Belgium,Goalkeeper,1904.0,grass,144,266,185,75
Belgium,Defender,1904.0,grass,144,266,185,73
Ukraine,Attacker,1904.0,grass,144,266,185,63
Burkina Faso,Midfielder,1904.0,grass,144,266,185,84
Burkina Faso,Defender,1904.0,grass,144,266,185,75
Belgium,Attacker,1988.0,grass,144,742,12455,65
Nigeria,Attacker,1988.0,grass,144,742,12455,72
Belgium,Defender,1988.0,grass,144,742,12455,92
Sweden,Attacker,1988.0,grass,144,742,12455,76
Finland,Defender,1988.0,grass,144,742,12455,69
Belgium,Defender,1988.0,grass,144,742,12455,81
Côte d'Ivoire,Midfielder,1988.0,grass,144,742,12455,70
Switzerland,Midfielder,1988.0,grass,144,742,12455,69
Denmark,Defender,1988.0,grass,144,742,12455,79
Congo DR,Attacker,1988.0,grass,144,742,12455,73
Nigeria,Attacker,1988.0,grass,144,742,12455,84
Belgium,Midfielder,1988.0,grass,144,742,12455,80
Guinea-Bissau,Attacker,1988.0,grass,144,742,12455,86
Belgium,Goalkeeper,1988.0,grass,144,742,12455,80
Slovakia,Midfielder,1988.0,grass,144,742,12455,70
Belgium,Defender,1988.0,grass,144,742,12455,75
Belgium,Midfielder,1988.0,grass,144,742,12455,73
Ghana,Attacker,1988.0,grass,144,742,12455,70
Mexico,Defender,1988.0,grass,144,742,12455,68
Belgium,Goalkeeper,1988.0,grass,144,742,12455,83
Belgium,Defender,1988.0,grass,144,742,12455,91
Belgium,Midfielder,1988.0,grass,144,742,12455,69
Belgium,Midfielder,1988.0,grass,144,742,12455,76
Belgium,Midfielder,1988.0,grass,144,742,12455,69
Belgium,Defender,1988.0,grass,144,742,12455,88
Nigeria,Attacker,1988.0,grass,144,742,12455,98
Belgium,Attacker,1988.0,grass,144,742,12455,77
Belgium,Midfielder,1988.0,grass,144,742,12455,63
Australia,Goalkeeper,1988.0,grass,144,742,12455,96
Brazil,Defender,1988.0,grass,144,742,12455,89
Colombia,Defender,1988.0,grass,144,742,12455,84
Japan,Attacker,1988.0,grass,144,742,12455,66
Ecuador,Defender,1988.0,grass,144,742,12455,69
Colombia,Defender,1988.0,grass,144,742,12455,80
USA,Defender,1988.0,grass,144,742,12455,83
Hungary,Attacker,1988.0,grass,144,742,12455,85
Colombia,Defender,1988.0,grass,144,742,12455,73
Norway,Midfielder,1988.0,grass,144,742,12455,72
Norway,Midfielder,1988.0,grass,144,742,12455,84
Belgium,Attacker,1981.0,grass,144,624,10509,70
Belgium,Midfielder,1981.0,grass,144,624,10509,70
Belgium,Goalkeeper,1981.0,grass,144,624,10509,88
Cameroon,Goalkeeper,1981.0,grass,144,624,10509,87
Senegal,Attacker,1981.0,grass,144,624,10509,85
Senegal,Attacker,1981.0,grass,144,624,10509,90
Iceland,Midfielder,1981.0,grass,144,624,10509,65
Zambia,Attacker,1981.0,grass,144,624,10509,72
Germany,Defender,1981.0,grass,144,624,10509,83
France,Midfielder,1981.0,grass,144,624,10509,74
Belgium,Goalkeeper,1981.0,grass,144,624,10509,88
Belgium,Defender,1981.0,grass,144,624,10509,69
Belgium,Midfielder,1981.0,grass,144,624,10509,71
Belgium,Midfielder,1981.0,grass,144,624,10509,70
Northern Ireland,Midfielder,1981.0,grass,144,624,10509,71
France,Midfielder,1981.0,grass,144,624,10509,70
Belgium,Goalkeeper,1981.0,grass,144,624,10509,67
France,Defender,1981.0,grass,144,624,10509,66
Belgium,Defender,1981.0,grass,144,624,10509,84
Germany,Midfielder,1981.0,grass,144,624,10509,62
Belgium,Defender,1981.0,grass,144,624,10509,69
Belgium,Attacker,1981.0,grass,144,624,10509,77
Belgium,Midfielder,1981.0,grass,144,624,10509,69
England,Defender,1981.0,grass,144,624,10509,69
Denmark,Midfielder,1981.0,grass,144,624,10509,73
Belgium,Defender,1981.0,grass,144,624,10509,73
Belgium,Defender,1981.0,grass,144,624,10509,70
Austria,Attacker,1981.0,grass,144,624,10509,79
Albania,Attacker,1981.0,grass,144,624,10509,75
Belgium,Defender,1981.0,grass,144,624,10509,81
Scotland,Defender,1981.0,grass,144,624,10509,76
Belgium,Midfielder,1891.0,grass,144,569,176,65
Croatia,Defender,1891.0,grass,144,569,176,85
Colombia,Midfielder,1891.0,grass,144,569,176,84
Nigeria,Attacker,1891.0,grass,144,569,176,75
Belgium,Midfielder,1891.0,grass,144,569,176,74
Czech Republic,Attacker,1891.0,grass,144,569,176,84
Netherlands,Midfielder,1891.0,grass,144,569,176,77
Belgium,Defender,1891.0,grass,144,569,176,62
Belgium,Attacker,1891.0,grass,144,569,176,74
Uruguay,Defender,1891.0,grass,144,569,176,73
Angola,Defender,1891.0,grass,144,569,176,72
Belgium,Defender,1891.0,grass,144,569,176,81
Belgium,Midfielder,1891.0,grass,144,569,176,77
Belgium,Goalkeeper,1891.0,grass,144,569,176,88
Netherlands,Midfielder,1891.0,grass,144,569,176,70
Belgium,Goalkeeper,1891.0,grass,144,569,176,81
Belgium,Goalkeeper,1891.0,grass,144,569,176,70
Belgium,Midfielder,1891.0,grass,144,569,176,73
Venezuela,Attacker,1891.0,grass,144,569,176,77
Belgium,Midfielder,1891.0,grass,144,569,176,74
Senegal,Attacker,1891.0,grass,144,569,176,80
Belgium,Midfielder,1891.0,grass,144,569,176,71
Belgium,Defender,1891.0,grass,144,569,176,72
Nigeria,Attacker,1891.0,grass,144,569,176,67
Netherlands,Midfielder,1891.0,grass,144,569,176,75
Netherlands,Attacker,1891.0,grass,144,569,176,89
Côte d'Ivoire,Defender,1891.0,grass,144,569,176,79
Belgium,Defender,1891.0,grass,144,569,176,76
Belgium,Defender,1891.0,grass,144,569,176,75
Morocco,Midfielder,1891.0,grass,144,569,176,82
Netherlands,Defender,1891.0,grass,144,569,176,81
Côte d'Ivoire,Defender,1891.0,grass,144,569,176,84
Senegal,Midfielder,1891.0,grass,144,569,176,68
Ukraine,Defender,1891.0,grass,144,569,176,73
Senegal,Midfielder,1891.0,grass,144,569,176,71
Guinea,Midfielder,1891.0,grass,144,569,176,64
USA,Goalkeeper,1891.0,grass,144,569,176,84
Senegal,Defender,1945.0,grass,144,739,178,70
Senegal,Defender,1945.0,grass,144,739,178,63
Iran,Defender,1945.0,grass,144,739,178,80
Spain,Defender,1945.0,grass,144,739,178,77
Bosnia and Herzegovina,Midfielder,1945.0,grass,144,739,178,61
