team_id,team_name,team_logo,league_id,league_name,league_country,league_logo,league_flag,league_season,games_appearences,games_lineups,games_minutes,games_number,games_position,games_rating,games_captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,player_id,season_id
91,Monaco,https://media-1.api-sports.io/football/teams/91.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,3,2,224,,Goalkeeper,7.100000,False,1,0,21,0,0,0,0,,6,37,0,70,,,0,1,0,0,0,,0,0,0,0,0,,,0,0,0,90,2017
81,Marseille,https://media-3.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,7,3,346,,Midfielder,6.333333,False,4,0,12,6,2,0,,,,171,1,85,1,3,6,38,18,1,1,,3,10,1,0,0,,1,0,0,,1013,2017
78,Bordeaux,https://media-2.api-sports.io/football/teams/78.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,29,20,1880,,Midfielder,6.851724,False,9,9,13,39,14,7,,1,,746,20,82,9,3,20,242,117,34,21,,35,34,5,0,0,,1,0,0,,1270,2017
110,Estac Troyes,https://media-3.api-sports.io/football/teams/110.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,26,16,1374,,Midfielder,6.676923,False,10,15,11,17,4,2,,2,,528,28,76,5,0,15,204,83,19,12,,24,23,0,0,0,,,0,0,,20584,2017
90,Guingamp,https://media-2.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,14,14,1137,,Defender,6.978571,False,0,2,6,6,3,0,,,,456,16,82,3,1,37,133,80,13,9,,17,16,2,0,0,,,0,0,,20626,2017
90,Guingamp,https://media-2.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,29,29,2610,,Defender,6.872413,False,0,0,6,4,1,0,,,,953,5,84,8,11,53,154,87,1,1,,16,18,1,0,0,,,0,0,,21493,2017
90,Guingamp,https://media-1.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,15,12,1047,,Defender,6.707142,False,3,2,7,2,0,0,,2,,335,9,68,,0,26,135,68,17,9,,15,18,5,0,0,,,0,0,,21494,2017
90,Guingamp,https://media-3.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,23,21,1635,,Midfielder,6.843478,False,2,16,8,13,4,2,,1,,802,14,81,11,3,19,188,98,10,6,,18,26,4,0,0,,,0,0,,21500,2017
82,Montpellier,https://media-2.api-sports.io/football/teams/82.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,27,27,2430,,Defender,7.096296,False,0,0,6,20,4,0,,,,845,9,76,2,1,58,222,144,10,8,,24,22,5,0,0,,2,0,0,,21571,2017
88,Caen,https://media-3.api-sports.io/football/teams/88.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,0,0,0,,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,21632,2017
89,Dijon,https://media-2.api-sports.io/football/teams/89.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,6,3,334,,Defender,6.450000,False,3,1,12,2,0,0,,,,80,4,65,,0,4,45,24,11,6,,5,1,1,0,0,,,0,0,,21697,2017
89,Dijon,https://media-1.api-sports.io/football/teams/89.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,21,9,855,,Midfielder,6.584210,False,12,8,20,5,3,1,,3,,420,7,79,,0,8,85,38,14,8,,16,9,3,0,0,,,0,0,,21706,2017
1063,Saint Etienne,https://media-1.api-sports.io/football/teams/1063.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,35,35,3113,,Goalkeeper,6.817142,False,0,0,0,0,0,0,45,,109,653,0,65,,0,0,7,5,0,0,,1,0,1,0,1,,,0,0,1,22083,2017
88,Caen,https://media-2.api-sports.io/football/teams/88.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,0,0,0,,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,24286,2017
78,Bordeaux,https://media-3.api-sports.io/football/teams/78.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,3,1,106,,Defender,6.900000,False,2,0,9,0,0,0,,1,,22,1,92,,1,1,5,3,0,0,,0,0,0,0,0,,,0,0,,25451,2017
88,Caen,https://media-1.api-sports.io/football/teams/88.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,35,35,3104,,Goalkeeper,6.708571,False,0,0,0,0,0,0,48,,90,524,1,55,,0,2,13,12,1,1,,2,0,1,0,1,,,0,0,0,85676,2017
89,Dijon,https://media-2.api-sports.io/football/teams/89.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,11,10,885,,Defender,6.918181,False,1,3,20,3,1,1,,,,369,3,83,3,5,16,64,47,3,3,,10,5,0,0,0,,,0,0,,85694,2017
110,Estac Troyes,https://media-3.api-sports.io/football/teams/110.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,0,0,0,,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,85720,2017
94,Rennes,https://media-1.api-sports.io/football/teams/94.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,10,5,426,,Midfielder,6.880000,False,5,5,14,9,3,1,,2,,165,5,92,2,0,2,41,20,6,4,,6,3,0,0,0,,,0,0,,87057,2017
81,Marseille,https://media-1.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90608,2017
91,Monaco,https://media-3.api-sports.io/football/teams/91.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,3,2,255,,Goalkeeper,7.366666,False,1,0,15,0,0,0,5,,12,48,0,59,,0,0,2,1,0,0,,0,0,1,0,0,,,0,0,0,93,2017
91,Monaco,https://media-1.api-sports.io/football/teams/91.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,20,18,1607,,Defender,6.670000,False,2,3,12,5,1,1,,,,485,2,77,4,2,32,95,47,4,2,,12,10,3,0,0,,,0,0,,100,2017
81,Marseille,https://media-3.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,31,28,2511,,Defender,6.861290,False,3,3,5,17,3,1,,,,1209,4,87,1,2,37,191,115,4,4,,15,20,5,0,0,,1,0,0,,1905,2017
94,Rennes,https://media-1.api-sports.io/football/teams/94.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,36,32,2917,,Defender,6.991666,False,4,2,6,28,10,2,,2,,1176,4,85,4,3,28,219,145,7,7,,27,25,3,0,0,,,0,0,,2041,2017
94,Rennes,https://media-2.api-sports.io/football/teams/94.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,12,9,683,,Defender,6.550000,False,3,5,28,1,0,0,,,,272,3,71,4,0,3,55,27,4,0,,1,7,2,0,0,,,0,0,,2197,2017
110,Estac Troyes,https://media-3.api-sports.io/football/teams/110.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,20,18,1714,,Defender,6.775000,False,2,0,18,5,1,0,,,,641,2,77,1,1,20,153,82,1,1,,10,22,7,1,0,,1,0,0,,20578,2017
83,Nantes,https://media-3.api-sports.io/football/teams/83.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,18,16,1314,,Midfielder,6.694444,False,2,4,11,11,2,1,,,,424,2,82,4,1,16,174,95,15,12,,24,17,5,0,0,,,0,0,,21099,2017
82,Montpellier,https://media-2.api-sports.io/football/teams/82.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,24,8,924,,Attacker,6.709090,False,16,6,27,19,7,2,,2,,169,11,64,1,0,2,134,63,11,6,,20,12,1,0,0,,,0,1,,21590,2017
1063,Saint Etienne,https://media-2.api-sports.io/football/teams/1063.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,28,28,2466,,Defender,7.160714,False,0,2,0,13,2,0,,1,,1357,7,87,4,3,36,220,153,11,10,,28,16,3,0,0,,,0,0,,22088,2017
1063,Saint Etienne,https://media-2.api-sports.io/football/teams/1063.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,16,16,1440,,Defender,7.150000,False,0,0,0,6,3,2,,1,,710,4,84,8,4,18,123,75,5,2,,5,6,1,0,0,,,0,0,,22091,2017
83,Nantes,https://media-1.api-sports.io/football/teams/83.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,26,14,1420,,Midfielder,6.684615,False,12,11,21,11,4,0,,,,309,27,75,1,0,12,98,47,13,9,,14,14,1,0,0,,,0,0,,43333,2017
110,Estac Troyes,https://media-3.api-sports.io/football/teams/110.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2017,28,28,2414,,Defender,6.807142,False,0,3,3,5,1,0,,2,,819,14,79,1,1,60,255,142,23,15,,26,21,5,1,0,,1,0,0,,50975,2017
90,Guingamp,https://media-1.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2017,1,0,0,,Attacker,,False,1,0,5,0,0,0,,,,1,0,100,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,,61922,2017
82,Montpellier,https://media-1.api-sports.io/football/teams/82.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,0,0,0,,Defender,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,66138,2017
85,Paris Saint Germain,https://media-2.api-sports.io/football/teams/85.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2017,19,14,1159,,Midfielder,,False,5,9,7,,,1,,,,,,,,,,,,,,,,,3,0,1,,,,,,85062,2017
