player_id,player_name,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,league_id,season_id
90,D. Benaglio,Diego Orlando,Benaglio,38,1983-09-08,Zürich,Switzerland,Switzerland,194 cm,89 kg,False,https://media-2.api-sports.io/football/players/90.png,61,2018
93,S. Sy,Seydou,Sy,26,1995-12-12,Dakar,Senegal,Senegal,192 cm,84 kg,False,https://media-1.api-sports.io/football/players/93.png,61,2018
100,Andrea Raggi,Andrea,Raggi,35,1984-06-24,La Spezia,Italy,Italy,187 cm,82 kg,False,https://media-1.api-sports.io/football/players/100.png,61,2018
1013,G. Sertic,Grégory,Sertic,31,1989-08-05,Brétigny sur Orge,France,France,183 cm,76 kg,False,https://media-1.api-sports.io/football/players/1013.png,61,2018
1270,Y. Sankharé,Younousse,Sankharé,33,1989-09-10,Sarcelles,France,Senegal,184 cm,80 kg,False,https://media-2.api-sports.io/football/players/1270.png,61,2018
20899,N. Julan,Nathael,Julan,24,1996-07-19,Montivilliers,France,France,196 cm,83 kg,False,https://media-3.api-sports.io/football/players/20899.png,61,2018
21493,J. Sorbon,Jérémy,Sorbon,38,1983-08-05,Caen,France,France,183 cm,79 kg,False,https://media-2.api-sports.io/football/players/21493.png,61,2018
21494,F. Tabanou,Franck,Tabanou,32,1989-01-30,Thiais,France,France,178 cm,78 kg,False,https://media-1.api-sports.io/football/players/21494.png,61,2018
21500,É. Didot,Étienne,Didot,38,1983-07-24,Paimpol,France,France,178 cm,65 kg,False,https://media-3.api-sports.io/football/players/21500.png,61,2018
21571,Hilton,Vitorino,Hilton da Silva,44,1977-09-13,Brasília,Brazil,Brazil,180 cm,78 kg,False,https://media-1.api-sports.io/football/players/21571.png,61,2018
21590,S. Camara,Souleymane,Camara,39,1982-12-22,Dakar,Senegal,Senegal,173 cm,74 kg,False,https://media-1.api-sports.io/football/players/21590.png,61,2018
21632,M. Dabo,Mouhamadou,Dabo,35,1986-11-28,Dakar,Senegal,France,176 cm,65 kg,False,https://media-1.api-sports.io/football/players/21632.png,61,2018
21697,Arnold Bouka Moutou,Arnold,Bouka Moutou,34,1988-11-28,Reims,France,Congo,178 cm,72 kg,False,https://media-1.api-sports.io/football/players/21697.png,61,2018
21706,F. Balmont,Florent,Balmont,41,1980-02-02,Sainte-Foy-lès-Lyon,France,France,168 cm,72 kg,False,https://media-2.api-sports.io/football/players/21706.png,61,2018
22083,S. Ruffier,Stéphane,Ruffier,35,1986-09-27,Bayonne,France,France,188 cm,93 kg,False,https://media-2.api-sports.io/football/players/22083.png,61,2018
22088,L. Perrin,Loïc,Perrin,36,1985-08-07,Saint-Etienne,France,France,181 cm,80 kg,False,https://media-3.api-sports.io/football/players/22088.png,61,2018
22091,N. Subotić,Neven,Subotić,33,1988-12-10,Banja Luka,Bosnia and Herzegovina,Serbia,193 cm,85 kg,False,https://media-1.api-sports.io/football/players/22091.png,61,2018
50803,L. Ciman,Laurent,Ciman,36,1985-08-05,Farciennes,Belgium,Belgium,182 cm,68 kg,False,https://media-3.api-sports.io/football/players/50803.png,61,2018
85062,Thiago Motta,Thiago,Motta,36,1982-08-28,São Bernardo do Campo,Brazil,Italy,187 cm,83 kg,False,https://media-1.api-sports.io/football/players/85062.png,61,2018
87057,Yoann  Gourcuff,Yoann,Gourcuff,33,1986-07-11,Ploemeur,France,France,185 cm,82 kg,False,https://media-3.api-sports.io/football/players/87057.png,61,2018
94,Naldo,Ronaldo,Aparecido Rodrigues,39,1982-09-10,Londrina,Brazil,Brazil,198 cm,91 kg,False,https://media-3.api-sports.io/football/players/94.png,61,2018
462,Konstantinos Mitroglou,Konstantinos,Mitroglou,34,1988-03-12,Kavala,Greece,Greece,188 cm,86 kg,False,https://media-3.api-sports.io/football/players/462.png,61,2018
1263,Maxime Poundjé,Maxime,Poundjé,30,1992-08-16,Bordeaux,France,France,180 cm,74 kg,False,https://media-1.api-sports.io/football/players/1263.png,61,2018
1273,Jimmy Briand,Jimmy,Briand,37,1985-08-02,Vitry sur Seine,France,France,181 cm,84 kg,False,https://media-3.api-sports.io/football/players/1273.png,61,2018
1905,Rolando,Rolando Jorge,Pires da Fonseca,37,1985-08-31,São Vicente,Cape Verde,Portugal,189 cm,77 kg,False,https://media-2.api-sports.io/football/players/1905.png,61,2018
2197,R. Danzé,Romain,Danzé,35,1986-07-03,Douarnenez,France,France,184 cm,73 kg,False,https://media-1.api-sports.io/football/players/2197.png,61,2018
