team_id,team_name,team_logo,league_id,league_name,league_country,league_logo,league_flag,league_season,games_appearences,games_lineups,games_minutes,games_number,games_position,games_rating,games_captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,player_id,season_id
1063,Saint Etienne,https://media-1.api-sports.io/football/teams/1063.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2014,28,27,2438,,Defender,,False,1,0,3,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,22088,2014
93,Reims,https://media-2.api-sports.io/football/teams/93.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,28,22,1721,,Attacker,,False,6,17,8,,,7,,,,,,,,,,,,,,,,,3,0,0,,,,,,28434,2014
81,Marseille,https://media-3.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,9,3,276,,Midfielder,,False,6,3,11,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,47224,2014
85,Paris Saint Germain,https://media-3.api-sports.io/football/teams/85.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2014,25,22,1999,,Defender,,False,3,1,10,,,1,,,,,,,,,,,,,,,,,3,0,1,,,,,,50808,2014
82,Montpellier,https://media-3.api-sports.io/football/teams/82.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,31,23,2077,,Defender,,False,8,4,12,,,0,,,,,,,,,,,,,,,,,7,0,0,,,,,,50975,2014
82,Montpellier,https://media-2.api-sports.io/football/teams/82.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2014,9,2,258,,Attacker,,False,7,2,11,,,1,,,,,,,,,,,,,,,,,2,0,0,,,,,,59718,2014
85,Paris Saint Germain,https://media-3.api-sports.io/football/teams/85.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,27,25,2059,,Midfielder,,False,2,10,3,,,0,,,,,,,,,,,,,,,,,9,0,0,,,,,,85062,2014
81,Marseille,https://media-3.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,27,24,2243,,Defender,,False,3,0,8,,,2,,,,,,,,,,,,,,,,,2,0,1,,,,,,87078,2014
85,Paris Saint Germain,https://media-1.api-sports.io/football/teams/85.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2014,26,24,2163,,Defender,,False,2,1,12,,,3,,,,,,,,,,,,,,,,,1,0,0,,,,,,87211,2014
94,Rennes,https://media-2.api-sports.io/football/teams/94.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,36,36,3240,,Defender,,False,0,0,1,,,1,,,,,,,,,,,,,,,,,4,0,0,,,,,,87362,2014
93,Reims,https://media-2.api-sports.io/football/teams/93.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2014,0,0,0,,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,89886,2014
84,Nice,https://media-1.api-sports.io/football/teams/84.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,14,9,850,,Midfielder,,False,5,4,6,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,104861,2014
80,Lyon,https://media-1.api-sports.io/football/teams/80.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2014,2,0,41,,Midfielder,,False,2,0,4,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,113634,2014
81,Marseille,https://media-2.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2014,0,0,0,,Midfielder,,False,0,0,6,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,113656,2014
82,Montpellier,https://media-1.api-sports.io/football/teams/82.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,0,0,0,,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,113665,2014
84,Nice,https://media-3.api-sports.io/football/teams/84.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2014,0,0,0,,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,113727,2014
81,Marseille,https://media-2.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2014,33,33,2921,,Defender,,False,0,2,0,,,0,,,,,,,,,,,,,,,,,8,0,0,,,,,,623,2014
78,Bordeaux,https://media-2.api-sports.io/football/teams/78.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,12,12,962,,Defender,,False,0,4,6,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,1263,2014
3006,Evian TG,https://media-1.api-sports.io/football/teams/3006.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,14,14,1241,,Defender,,False,0,1,0,,,1,,,,,,,,,,,,,,,,,4,0,0,,,,,,2136,2014
94,Rennes,https://media-3.api-sports.io/football/teams/94.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2014,31,29,2662,,Defender,,False,2,2,7,,,0,,,,,,,,,,,,,,,,,3,0,0,,,,,,2197,2014
1063,Saint Etienne,https://media-3.api-sports.io/football/teams/1063.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2014,20,12,1084,,Midfielder,,False,8,4,16,,,0,,,,,,,,,,,,,,,,,6,2,0,,,,,,3239,2014
