player_id,player_name,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,league_id,season_id
1270,Y. Sankharé,Younousse,Sankharé,33,1989-09-10,Sarcelles,France,Senegal,184 cm,80 kg,False,https://media-3.api-sports.io/football/players/1270.png,61,2016
6366,R. Civelli,Renato,Civelli,38,1983-10-14,Pehuajó,Argentina,Argentina,195 cm,89 kg,False,https://media-2.api-sports.io/football/players/6366.png,61,2016
20626,J. Martins-Pereira,Jonathan,Martins-Pereira,35,1986-01-30,Bayonne,France,France,182 cm,76 kg,False,https://media-2.api-sports.io/football/players/20626.png,61,2016
21493,J. Sorbon,Jérémy,Sorbon,38,1983-08-05,Caen,France,France,183 cm,79 kg,False,https://media-2.api-sports.io/football/players/21493.png,61,2016
21500,É. Didot,Étienne,Didot,38,1983-07-24,Paimpol,France,France,178 cm,65 kg,False,https://media-2.api-sports.io/football/players/21500.png,61,2016
21571,Hilton,Vitorino,Hilton da Silva,44,1977-09-13,Brasília,Brazil,Brazil,180 cm,78 kg,False,https://media-3.api-sports.io/football/players/21571.png,61,2016
21632,M. Dabo,Mouhamadou,Dabo,35,1986-11-28,Dakar,Senegal,France,176 cm,65 kg,False,https://media-2.api-sports.io/football/players/21632.png,61,2016
21697,Arnold Bouka Moutou,Arnold,Bouka Moutou,34,1988-11-28,Reims,France,Congo,178 cm,72 kg,False,https://media-1.api-sports.io/football/players/21697.png,61,2016
21706,F. Balmont,Florent,Balmont,41,1980-02-02,Sainte-Foy-lès-Lyon,France,France,168 cm,72 kg,False,https://media-2.api-sports.io/football/players/21706.png,61,2016
24286,Valentin Voisin,Valentin,Voisin,25,1996-06-19,Cherbourg,France,France,181 cm,73 kg,False,https://media-1.api-sports.io/football/players/24286.png,61,2016
25451,D. Contento,Diego Armando Valentin,Contento,31,1990-05-01,München,Germany,Germany,177 cm,74 kg,False,https://media-1.api-sports.io/football/players/25451.png,61,2016
85676,R. Vercoutre,Rémy,Vercoutre,41,1980-06-26,Grande-Synthe,France,France,185 cm,78 kg,False,https://media-1.api-sports.io/football/players/85676.png,61,2016
85694,C. Varrault,Cédric,Varrault,41,1980-01-30,Blois,France,France,182 cm,76 kg,False,https://media-3.api-sports.io/football/players/85694.png,61,2016
87057,Yoann  Gourcuff,Yoann,Gourcuff,33,1986-07-11,Ploemeur,France,France,185 cm,82 kg,False,https://media-2.api-sports.io/football/players/87057.png,61,2016
87166,V. Enyeama,Vincent,Enyeama,39,1982-08-29,Kaduna,Nigeria,Nigeria,182 cm,87 kg,False,https://media-3.api-sports.io/football/players/87166.png,61,2016
87224,Abdou Traoré,Abdoulaye,Traoré,33,1988-01-17,Bamako,Mali,Mali,180 cm,82 kg,False,https://media-1.api-sports.io/football/players/87224.png,61,2016
87351,C. Mongongu,Cédric,Mongongu,32,1989-06-22,Kinshasa,Congo DR,Congo DR,188 cm,82 kg,False,https://media-2.api-sports.io/football/players/87351.png,61,2016
90602,Jonathan Correia Da Fonseca,Jonathan,Correia Da Fonseca,24,1994-02-13,Monaco,Monaco,France,175 cm,65 kg,False,https://media-3.api-sports.io/football/players/90602.png,61,2016
90608,Vassiriki Abou Diaby,Vassiriki Abou,Diaby,31,1986-05-11,Aubervilliers,France,France,190 cm,78 kg,False,https://media-3.api-sports.io/football/players/90608.png,61,2016
113607,Olivier Auriac,Olivier,Auriac,33,1983-09-14,Saint-Georges-de-Didonne,France,France,172 cm,70 kg,False,https://media-1.api-sports.io/football/players/113607.png,61,2016
