team_id,team_name,team_code,team_country,team_founded,team_national,team_logo,venue_id,venue_name,venue_address,venue_city,venue_capacity,venue_surface,venue_image,league_id,season_id
193,PEC Zwolle,ZWO,Netherlands,1910.0,False,https://media-3.api-sports.io/football/teams/193.png,1160,MAC³PARK Stadion,Stadionplein 1,Zwolle,14000,artificial turf,https://media-3.api-sports.io/football/venues/1160.png,88,2012
194,Ajax,AJA,Netherlands,1900.0,False,https://media-1.api-sports.io/football/teams/194.png,1117,Johan Cruijff Arena,ArenA Boulevard 1,Amsterdam,54990,grass,https://media-1.api-sports.io/football/venues/1117.png,88,2012
195,Willem II,WIL,Netherlands,1896.0,False,https://media-2.api-sports.io/football/teams/195.png,1159,Koning Willem II Stadion,Goirleseweg 34,Tilburg,14700,grass,https://media-2.api-sports.io/football/venues/1159.png,88,2012
197,PSV Eindhoven,PSV,Netherlands,1913.0,False,https://media-3.api-sports.io/football/teams/197.png,1143,Philips Stadion,Frederiklaan 10,Eindhoven,36150,grass,https://media-2.api-sports.io/football/venues/1143.png,88,2012
198,ADO Den Haag,HAA,Netherlands,1905.0,False,https://media-2.api-sports.io/football/teams/198.png,19212,Bingoal Stadion,Haags Kwartier 55,&apos;s-gravenhage,15000,artificial turf,https://media-3.api-sports.io/football/venues/19212.png,88,2012
200,Vitesse,VIT,Netherlands,1892.0,False,https://media-2.api-sports.io/football/teams/200.png,1155,GelreDome,Batavierenweg 25,Arnhem,25500,grass,https://media-3.api-sports.io/football/venues/1155.png,88,2012
201,AZ Alkmaar,ALK,Netherlands,1967.0,False,https://media-3.api-sports.io/football/teams/201.png,1119,AFAS Stadion,Stadionweg 1,Alkmaar,19500,grass,https://media-1.api-sports.io/football/venues/1119.png,88,2012
202,Groningen,GRO,Netherlands,1971.0,False,https://media-1.api-sports.io/football/teams/202.png,12276,Euroborg,Boumaboulevard 41,Groningen,22579,grass,https://media-3.api-sports.io/football/venues/12276.png,88,2012
203,NAC Breda,BRE,Netherlands,1912.0,False,https://media-1.api-sports.io/football/teams/203.png,1139,Rat Verlegh Stadion,Stadionstraat 23,Breda,19000,grass,https://media-3.api-sports.io/football/venues/1139.png,88,2012
204,VVV Venlo,VEN,Netherlands,1954.0,False,https://media-2.api-sports.io/football/teams/204.png,1158,Covebo Stadion - De Koel -,Kaldenkerkerweg 182,Venlo,8000,artificial turf,https://media-3.api-sports.io/football/venues/1158.png,88,2012
206,Heracles,HER,Netherlands,1903.0,False,https://media-3.api-sports.io/football/teams/206.png,11906,Erve Asito,Van Riemsdijkplein 1,Almelo,13500,artificial turf,https://media-1.api-sports.io/football/venues/11906.png,88,2012
207,Utrecht,UTR,Netherlands,1970.0,False,https://media-3.api-sports.io/football/teams/207.png,1154,Stadion Galgenwaard,Herculesplein 241,Utrecht,23750,grass,https://media-1.api-sports.io/football/venues/1154.png,88,2012
209,Feyenoord,FEY,Netherlands,1908.0,False,https://media-1.api-sports.io/football/teams/209.png,1128,Stadion Feijenoord,Van Zandvlietplein 1,Rotterdam,47625,grass,https://media-3.api-sports.io/football/venues/1128.png,88,2012
210,Heerenveen,HEE,Netherlands,1920.0,False,https://media-2.api-sports.io/football/teams/210.png,1132,Abe Lenstra Stadion,Abe Lenstra boulevard 19,Heerenveen,27224,grass,https://media-2.api-sports.io/football/venues/1132.png,88,2012
413,NEC Nijmegen,NIJ,Netherlands,1900.0,False,https://media-1.api-sports.io/football/teams/413.png,1140,Goffertstadion,Stadionplein 1,Nijmegen,12501,grass,https://media-3.api-sports.io/football/venues/1140.png,88,2012
414,Roda,ROD,Netherlands,1962.0,False,https://media-3.api-sports.io/football/teams/414.png,1146,Parkstad Limburg Stadion,Roda J.C. Ring 1,Kerkrade,19979,grass,https://media-3.api-sports.io/football/venues/1146.png,88,2012
415,Twente,TWE,Netherlands,1965.0,False,https://media-2.api-sports.io/football/teams/415.png,1153,De Grolsch Veste,Colosseum 65,Enschede,30205,grass,https://media-3.api-sports.io/football/venues/1153.png,88,2012
417,Waalwijk,WAA,Netherlands,1940.0,False,https://media-3.api-sports.io/football/teams/417.png,1144,Mandemakers Stadion,Akkerlaan 2,Waalwijk,7508,artificial turf,https://media-1.api-sports.io/football/venues/1144.png,88,2012
211,Benfica,BEN,Portugal,1904.0,False,https://media-3.api-sports.io/football/teams/211.png,1265,Estádio do Sport Lisboa e Benfica (da Luz),Rua José Maria Nicolau,Lisboa,65647,grass,https://media-2.api-sports.io/football/venues/1265.png,94,2012
212,FC Porto,POR,Portugal,1893.0,False,https://media-2.api-sports.io/football/teams/212.png,1286,Estádio Do Dragão,Via Futebol Clube do Porto,Porto,50399,grass,https://media-1.api-sports.io/football/venues/1286.png,94,2012
214,Maritimo,MAR,Portugal,1910.0,False,https://media-2.api-sports.io/football/teams/214.png,1279,Estádio dos Barreiros,Rua do Dr. Pita,Ilha da Madeira,10932,grass,https://media-1.api-sports.io/football/venues/1279.png,94,2012
215,Moreirense,MOR,Portugal,,False,https://media-1.api-sports.io/football/teams/215.png,1280,Parque Desportivo Comendador Joaquim de Almeida Freitas,Avenida Comendador Joaquim de Almeida Freitas,Moreira de Cónegos,13000,grass,https://media-2.api-sports.io/football/venues/1280.png,94,2012
217,SC Braga,BRA,Portugal,1921.0,False,https://media-2.api-sports.io/football/teams/217.png,1291,Estádio Municipal de Braga,Avenida do Estádio,Braga,30286,grass,https://media-1.api-sports.io/football/venues/1291.png,94,2012
219,Vitoria Setubal,SET,Portugal,1910.0,False,https://media-2.api-sports.io/football/teams/219.png,1296,Estádio do Bonfim,Praça Vitoria Futebol Clube,Setúbal,18694,grass,https://media-1.api-sports.io/football/venues/1296.png,94,2012
224,Guimaraes,GUI,Portugal,1922.0,False,https://media-1.api-sports.io/football/teams/224.png,1295,Estádio Dom Afonso Henriques,Rua de São Gonçalo 505,Guimarães,30165,grass,https://media-3.api-sports.io/football/venues/1295.png,94,2012
225,Nacional,NAC,Portugal,1910.0,False,https://media-2.api-sports.io/football/teams/225.png,1281,Estádio da Madeira,"Rua do Esmeraldo, nº 46",Ilha da Madeira,5200,grass,https://media-1.api-sports.io/football/venues/1281.png,94,2012
226,Rio Ave,RIO,Portugal,1939.0,False,https://media-1.api-sports.io/football/teams/226.png,1288,Estádio do Rio Ave Futebol Clube,Rua Dona Maria Pães Ribeiro,Vila do Conde,12815,grass,https://media-2.api-sports.io/football/venues/1288.png,94,2012
