player_id,player_name,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,league_id,season_id
50003,A. Turan,Ali,Turan,37.0,1983-09-06,Kayseri,Turkey,Turkey,186 cm,79 kg,False,https://media-2.api-sports.io/football/players/50003.png,203,2019
50087,,,,,,,,,,,False,https://media-3.api-sports.io/football/players/50087.png,203,2019
50088,Eren Çetindere,Eren,Çetindere,20.0,2000-06-10,Sivas,Turkey,Turkey,,,False,https://media-1.api-sports.io/football/players/50088.png,203,2019
50137,Yalçın Ayhan,Yalçın,Ayhan,38.0,1982-05-01,İstanbul,Turkey,Turkey,192 cm,82 kg,False,https://media-3.api-sports.io/football/players/50137.png,203,2019
50144,A. Kulusic,Ante,Kulusic,35.0,1986-06-06,Sibenik,Croatia,Croatia,190 cm,88 kg,False,https://media-1.api-sports.io/football/players/50144.png,203,2019
50147,S. Ağçay,Sedat,Ağçay,39.0,1981-09-22,Muş,Turkey,Turkey,176 cm,76 kg,False,https://media-3.api-sports.io/football/players/50147.png,203,2019
50162,Z. Sadaev,Zaur,Sadaev,31.0,1989-11-06,Shali,Russia,Russia,182 cm,78 kg,False,https://media-1.api-sports.io/football/players/50162.png,203,2019
50186,Erol Hakan Sepil,Erol Hakan,Sepil,21.0,1999-03-15,İzmir,Turkey,Turkey,180 cm,,False,https://media-3.api-sports.io/football/players/50186.png,203,2019
61829,Deniz Yılmaz,Deniz,Yılmaz,31.0,1988-02-26,Illerkirchberg,Germany,Azerbaijan,180 cm,,False,https://media-3.api-sports.io/football/players/61829.png,203,2019
61978,Hamza Deniz Dündar,Hamza Deniz,Dündar,21.0,2000-01-29,Bursa,Turkey,Turkey,177 cm,70 kg,False,https://media-2.api-sports.io/football/players/61978.png,203,2019
70525,F. Pektaş,Furkan Naci,Pektaş,21.0,1998-03-06,Yenimahalle,Turkey,Turkey,,,False,https://media-3.api-sports.io/football/players/70525.png,203,2019
77170,E. Gülüm,Ersan Adem,Gülüm,34.0,1987-05-17,Carlton,Australia,Turkey,186 cm,82 kg,False,https://media-3.api-sports.io/football/players/77170.png,203,2019
107298,Keram Onaylı,Keram,Onaylı,25.0,1995-08-19,,Germany,Turkey,185 cm,75 kg,False,https://media-1.api-sports.io/football/players/107298.png,203,2019
158610,U. Ünalır,Uğur Samet,Ünalır,20.0,2000-07-30,Ankara,Turkey,Turkey,,,False,https://media-3.api-sports.io/football/players/158610.png,203,2019
182244,O. Özcan,Oğuzhan,Özcan,20.0,2001-05-18,Düzce,Turkey,Turkey,,,False,https://media-2.api-sports.io/football/players/182244.png,203,2019
182274,Osman Can Çötür,Osman Can,Çötür,20.0,2001-09-13,Yozgat,Turkey,Turkey,190 cm,,False,https://media-2.api-sports.io/football/players/182274.png,203,2019
48231,M. El Kabir,Moestafa,El Kabir,33.0,1988-10-05,Targuist,Morocco,Morocco,176 cm,76 kg,False,https://media-3.api-sports.io/football/players/48231.png,203,2019
49959,Diego Ângelo,Diego Ângelo,de Oliveira,35.0,1986-02-12,Anápolis,Brazil,Brazil,192 cm,89 kg,False,https://media-2.api-sports.io/football/players/49959.png,203,2019
49966,Erman Herman Vardar,Erman Herman,Vardar,20.0,2001-12-14,Skövde,Sweden,Sweden,170 cm,,False,https://media-1.api-sports.io/football/players/49966.png,203,2019
