team_id,team_name,team_logo,league_id,league_name,league_country,league_logo,league_flag,league_season,games_appearences,games_lineups,games_minutes,games_number,games_position,games_rating,games_captain,substitutes_in,substitutes_out,substitutes_bench,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,player_id,season_id
91,Monaco,https://media-1.api-sports.io/football/teams/91.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2018,23,22,2057,,Goalkeeper,6.656521,False,1,0,12,0,0,0,38,,60,377,0,70,,0,0,9,8,0,0,,2,1,2,0,0,,,0,0,2,90,2018
91,Monaco,https://media-2.api-sports.io/football/teams/91.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2018,3,2,225,,Goalkeeper,5.966666,False,1,0,13,0,0,0,7,,6,37,0,66,,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,93,2018
91,Monaco,https://media-2.api-sports.io/football/teams/91.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2018,6,6,495,,Defender,6.600000,False,0,0,4,1,0,0,,,,163,3,82,5,0,6,25,17,0,0,,6,1,1,0,1,,,0,0,,100,2018
81,Marseille,https://media-1.api-sports.io/football/teams/81.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2018,4,1,106,,Midfielder,6.400000,False,3,1,10,1,0,0,,,,57,0,81,,1,1,9,5,0,0,,0,3,1,0,0,,,0,0,,1013,2018
78,Bordeaux,https://media-1.api-sports.io/football/teams/78.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2018,22,17,1480,,Midfielder,6.652380,False,5,9,7,17,3,1,,3,,480,18,73,12,0,9,211,105,49,29,,35,36,6,0,0,1,,0,0,,1270,2018
90,Guingamp,https://media-1.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-2.api-sports.io/flags/fr.svg,2018,10,3,430,,Attacker,6.590000,False,7,3,7,14,6,0,,,,74,5,61,,1,0,104,50,8,2,,9,4,1,0,0,,,0,0,,20899,2018
90,Guingamp,https://media-3.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2018,33,29,2644,,Defender,6.736363,False,4,1,9,6,1,1,,,,868,4,84,21,23,36,210,120,6,4,,27,25,2,0,0,,,0,0,,21493,2018
90,Guingamp,https://media-1.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-3.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2018,2,2,180,,Defender,6.550000,False,0,0,11,0,0,0,,,,50,0,77,3,0,6,18,9,0,0,,2,3,0,0,0,,1,0,0,,21494,2018
90,Guingamp,https://media-3.api-sports.io/football/teams/90.png,61,Ligue 1,France,https://media-1.api-sports.io/football/leagues/61.png,https://media-3.api-sports.io/flags/fr.svg,2018,31,23,2105,,Midfielder,6.645161,False,8,7,14,24,2,1,,1,,912,18,75,29,9,38,229,94,8,4,,28,42,4,0,0,,,0,0,,21500,2018
82,Montpellier,https://media-1.api-sports.io/football/teams/82.png,61,Ligue 1,France,https://media-2.api-sports.io/football/leagues/61.png,https://media-1.api-sports.io/flags/fr.svg,2018,36,36,3233,,Defender,7.017142,False,0,0,0,16,4,0,,2,,1212,7,81,10,14,62,242,152,2,2,,44,22,5,0,1,,1,0,0,,21571,2018
