,player_age,correct
12691,21.0,1
12714,24.0,0
13975,21.0,1
9120,31.0,1
7581,32.0,0
21107,24.0,1
41224,32.0,1
54845,25.0,1
25341,33.0,0
41539,26.0,0
28880,33.0,1
32546,35.0,0
53519,20.0,1
14906,29.0,0
12427,34.0,1
48432,29.0,1
25833,38.0,0
12061,32.0,0
46777,24.0,1
4279,30.0,0
35974,24.0,1
65459,33.0,0
37975,33.0,1
45973,37.0,0
18797,48.0,1
61779,21.0,1
64812,33.0,1
55146,33.0,1
27245,25.0,1
1400,23.0,1
19374,28.0,1
26359,25.0,0
61720,30.0,1
34491,22.0,1
26091,23.0,1
40578,28.0,0
37990,37.0,1
26233,28.0,1
19011,37.0,1
27167,29.0,1
59907,27.0,1
40015,30.0,0
26439,29.0,1
4825,27.0,0
17646,35.0,1
31629,37.0,0
60741,35.0,0
10969,36.0,1
45847,34.0,1
21062,35.0,0
35718,24.0,1
55629,36.0,1
48991,35.0,0
29082,26.0,1
25043,36.0,0
34417,23.0,1
43501,26.0,0
54717,35.0,0
9522,35.0,1
27053,33.0,0
20380,32.0,0
25626,31.0,1
13751,18.0,1
3283,27.0,1
22182,22.0,1
64439,37.0,1
29624,34.0,1
31483,31.0,0
52388,36.0,0
9227,23.0,0
37959,35.0,1
54886,23.0,1
39054,36.0,1
49896,35.0,1
14975,34.0,1
50461,32.0,1
1187,20.0,1
55416,23.0,1
14017,34.0,1
44175,32.0,0
17461,34.0,1
18674,38.0,1
45806,35.0,0
15341,36.0,1
24300,35.0,0
60859,34.0,0
53545,25.0,1
46728,21.0,1
59635,31.0,0
20952,18.0,1
51717,36.0,1
28298,32.0,1
5495,31.0,1
56904,29.0,1
23769,29.0,1
23642,31.0,1
40607,28.0,1
34536,30.0,1
29640,26.0,1
47921,21.0,0
21895,33.0,0
61765,30.0,0
4782,34.0,0
40454,25.0,1
58443,29.0,1
52548,34.0,1
14514,26.0,0
23484,29.0,1
52337,34.0,0
53090,33.0,0
473,25.0,0
50391,37.0,0
1674,29.0,1
65377,30.0,1
28373,29.0,1
28013,31.0,1
62736,35.0,1
22944,31.0,1
29267,37.0,0
18548,36.0,0
40586,26.0,0
36039,29.0,0
51639,30.0,1
397,30.0,0
38178,35.0,0
11667,34.0,1
90,25.0,1
41216,26.0,1
2766,29.0,1
1552,38.0,1
56311,26.0,1
35135,32.0,1
33142,36.0,0
27657,24.0,1
10559,28.0,1
42280,37.0,0
62676,26.0,1
10390,30.0,0
14022,21.0,1
32127,38.0,0
43337,29.0,1
65665,39.0,1
59173,29.0,1
5650,37.0,1
32148,38.0,1
45145,31.0,1
40057,33.0,0
22289,29.0,0
56865,29.0,1
62572,36.0,0
39503,31.0,1
22687,35.0,1
7139,22.0,0
7489,26.0,0
64343,33.0,0
38680,30.0,0
39656,28.0,0
7826,31.0,0
34353,20.0,1
38604,28.0,1
22357,31.0,1
52281,34.0,0
43440,28.0,1
45994,35.0,1
28099,36.0,0
34389,21.0,1
23466,30.0,0
29121,27.0,1
17234,26.0,1
42622,23.0,1
16680,28.0,0
7455,20.0,1
51632,36.0,1
34976,22.0,1
39610,31.0,0
35840,25.0,1
37697,32.0,1
45665,35.0,1
49645,36.0,1
41948,31.0,0
32390,29.0,1
62265,27.0,1
22105,26.0,1
16881,38.0,0
17227,39.0,1
50160,31.0,0
15669,34.0,0
53793,20.0,1
61174,30.0,0
60757,28.0,0
13978,30.0,0
23928,27.0,1
7716,29.0,1
9590,26.0,1
16301,34.0,1
28925,26.0,0
3070,41.0,1
27841,29.0,0
17719,33.0,1
175,36.0,1
57989,31.0,1
4369,40.0,0
30095,29.0,1
65182,28.0,1
25064,38.0,1
14157,25.0,1
61934,29.0,1
50627,36.0,0
22918,26.0,0
60673,35.0,1
29199,33.0,0
9594,30.0,1
15959,35.0,1
55999,25.0,1
42055,33.0,1
10744,18.0,1
41415,26.0,0
19545,28.0,1
37385,28.0,1
14866,34.0,1
12335,35.0,1
30202,28.0,1
11922,36.0,0
11855,36.0,1
40540,28.0,0
2674,32.0,0
18422,29.0,1
30613,22.0,1
3479,26.0,1
23348,27.0,1
50543,28.0,1
54884,30.0,1
38309,29.0,1
2334,27.0,1
52452,31.0,0
194,24.0,0
48797,34.0,1
53666,21.0,1
45296,34.0,1
32004,34.0,1
30245,26.0,1
41467,25.0,1
30475,36.0,1
59161,17.0,1
59796,22.0,0
10703,34.0,1
60324,29.0,1
7322,23.0,0
43633,28.0,1
27939,22.0,1
15339,22.0,1
10224,29.0,0
16845,28.0,1
17715,31.0,1
44634,30.0,0
33707,36.0,0
8544,28.0,0
10115,28.0,0
40516,37.0,1
112,25.0,0
17141,37.0,1
44514,34.0,1
3830,32.0,1
6492,36.0,1
51168,39.0,0
44737,35.0,1
21546,34.0,1
23420,34.0,1
58458,36.0,0
48123,23.0,1
64086,29.0,1
16778,30.0,1
13981,31.0,1
13237,36.0,0
38613,34.0,1
44739,33.0,1
64098,26.0,1
65526,34.0,1
7377,25.0,1
652,37.0,0
26227,25.0,0
21465,29.0,1
31188,27.0,0
2009,26.0,1
63724,29.0,1
13377,34.0,1
43454,26.0,0
24240,40.0,1
50837,35.0,0
20052,26.0,0
26331,21.0,1
29498,33.0,1
52493,34.0,0
44362,32.0,0
57871,31.0,0
36432,29.0,1
42813,23.0,1
15733,35.0,1
24678,26.0,1
15954,26.0,1
52154,30.0,1
13079,30.0,0
40980,28.0,0
64876,44.0,0
22678,39.0,1
50515,35.0,0
49928,25.0,1
41632,27.0,0
44601,31.0,1
64990,40.0,1
20347,32.0,0
38480,41.0,1
11339,33.0,1
11401,29.0,1
28259,25.0,1
39217,37.0,1
410,33.0,1
58074,29.0,1
59554,31.0,0
11161,33.0,0
27924,29.0,0
42821,28.0,1
20627,27.0,1
10760,28.0,1
12027,37.0,0
43950,32.0,0
26090,28.0,1
59821,20.0,1
42687,26.0,1
24520,34.0,0
18195,33.0,0
12945,30.0,0
19684,33.0,1
65613,34.0,0
54138,32.0,1
13783,28.0,0
10897,34.0,0
65576,36.0,1
65608,31.0,0
38769,31.0,1
13726,34.0,1
49587,35.0,1
59261,26.0,1
29482,31.0,0
43044,27.0,0
15989,31.0,1
21036,28.0,1
26464,24.0,0
36190,33.0,1
560,31.0,1
5212,28.0,1
19746,35.0,0
27600,29.0,1
44382,31.0,0
6636,31.0,0
59791,45.0,1
15169,30.0,1
48847,42.0,0
2,33.0,1
22309,31.0,1
48296,29.0,0
37184,29.0,1
52753,36.0,1
662,23.0,0
17288,39.0,0
52638,38.0,1
19488,29.0,1
38183,31.0,0
48755,23.0,1
13263,26.0,0
59254,23.0,1
57754,38.0,1
31789,35.0,1
38356,29.0,0
22586,29.0,1
54320,23.0,1
47468,23.0,1
32999,28.0,1
42817,35.0,1
27753,27.0,0
20787,29.0,1
33410,34.0,1
26569,22.0,1
34581,29.0,0
41251,28.0,1
7446,22.0,1
55669,33.0,1
60657,33.0,1
11549,31.0,0
14868,30.0,0
23576,27.0,1
13774,27.0,1
7057,23.0,1
51331,31.0,1
51943,36.0,1
30196,37.0,0
65229,32.0,0
16101,26.0,1
30788,33.0,0
54403,30.0,1
37053,27.0,0
44930,35.0,0
30163,25.0,1
52909,35.0,1
5303,35.0,0
29643,29.0,0
41422,25.0,1
22210,35.0,1
56920,32.0,1
57369,29.0,0
27914,25.0,1
50304,33.0,0
58624,33.0,0
33224,36.0,0
21654,30.0,1
61959,36.0,0
10287,39.0,1
38643,28.0,0
26444,25.0,0
19072,35.0,0
13399,33.0,0
24245,38.0,1
35870,26.0,1
18371,32.0,1
16659,34.0,0
49687,34.0,1
31204,23.0,1
58703,30.0,1
31244,34.0,0
23611,32.0,0
55317,30.0,0
44218,29.0,1
4507,27.0,1
55451,31.0,0
12311,30.0,0
31056,31.0,1
56479,33.0,1
50139,27.0,0
37350,26.0,1
38685,33.0,1
1451,27.0,1
37920,27.0,0
37969,38.0,1
55425,24.0,0
13153,31.0,0
11269,33.0,0
33144,30.0,1
12532,40.0,0
32798,36.0,1
54267,23.0,1
36833,26.0,0
20235,32.0,1
61842,34.0,1
7275,19.0,1
23192,36.0,0
64226,32.0,0
7476,31.0,1
25428,34.0,0
14180,34.0,0
49219,31.0,1
1539,31.0,1
17949,28.0,1
42488,29.0,1
62361,34.0,0
50630,37.0,1
14324,27.0,1
33690,36.0,1
23095,28.0,1
37872,34.0,1
44574,32.0,1
61897,29.0,1
39896,28.0,1
5617,35.0,0
39102,31.0,0
63475,27.0,1
53781,20.0,1
55196,21.0,1
9008,22.0,1
15705,33.0,1
63173,36.0,0
63001,37.0,0
15417,29.0,1
45242,33.0,1
27173,33.0,1
53694,33.0,1
18134,35.0,0
21507,28.0,1
52905,35.0,0
23843,35.0,0
29724,24.0,1
56287,31.0,0
20243,17.0,1
24036,34.0,0
15999,32.0,1
56677,28.0,1
57010,32.0,0
40746,25.0,1
44528,25.0,1
49502,21.0,1
35436,25.0,1
53188,32.0,0
1023,30.0,1
24722,23.0,1
64115,33.0,0
56274,34.0,0
48676,24.0,1
48817,39.0,1
59807,31.0,0
21965,29.0,1
43662,28.0,1
39382,28.0,1
54069,21.0,1
14354,37.0,1
23666,31.0,1
12005,37.0,0
43725,32.0,1
25107,34.0,1
51970,36.0,0
13657,24.0,1
7703,33.0,1
63846,34.0,1
46328,34.0,1
58540,36.0,0
41776,26.0,1
45074,34.0,1
47752,22.0,1
47479,22.0,1
4535,35.0,1
52356,33.0,1
54676,29.0,1
54434,24.0,1
40945,35.0,0
36537,33.0,0
25635,34.0,0
62980,24.0,1
56269,37.0,1
14689,27.0,0
60311,20.0,1
25027,38.0,1
51438,29.0,1
43857,27.0,0
51165,29.0,1
46411,38.0,0
55572,25.0,0
16258,37.0,0
57456,32.0,1
6338,31.0,1
4054,30.0,1
23755,36.0,1
51938,33.0,1
6455,34.0,0
48367,28.0,1
16891,29.0,1
54028,30.0,0
30105,33.0,0
9290,22.0,1
17130,29.0,1
30335,30.0,1
4784,29.0,0
9020,23.0,1
49199,37.0,1
7757,31.0,1
15977,30.0,1
2774,28.0,0
24885,28.0,1
24075,28.0,1
25767,33.0,0
51014,30.0,0
19831,36.0,0
14497,27.0,0
54052,31.0,1
7208,25.0,0
61713,33.0,1
12285,34.0,0
51324,29.0,0
52212,34.0,0
63283,37.0,1
41442,25.0,0
12382,35.0,1
62153,30.0,0
5433,28.0,1
22323,25.0,1
7647,33.0,1
34127,32.0,1
34263,25.0,1
63861,36.0,0
46876,29.0,0
16275,35.0,0
37354,34.0,0
1709,24.0,1
49679,28.0,1
29160,22.0,1
13737,23.0,1
61784,22.0,1
62160,25.0,1
28023,28.0,1
4139,26.0,1
35352,22.0,1
49241,30.0,0
51020,31.0,1
622,28.0,1
14181,26.0,0
9897,32.0,1
53630,30.0,1
52429,38.0,0
12837,34.0,0
244,33.0,1
53409,38.0,0
30211,35.0,0
59397,34.0,0
54935,30.0,1
44450,34.0,0
44530,33.0,1
40931,30.0,1
44243,26.0,1
43668,31.0,1
20194,32.0,0
42841,26.0,0
24670,33.0,1
30336,27.0,1
38160,35.0,0
5880,35.0,1
13193,28.0,1
26056,31.0,1
23436,33.0,1
13942,28.0,1
21384,23.0,0
9433,38.0,1
61619,34.0,1
41394,25.0,0
25865,32.0,1
13355,21.0,0
41912,29.0,1
19433,31.0,1
49011,34.0,1
18504,36.0,1
31846,34.0,1
23699,34.0,1
700,32.0,1
29674,39.0,0
35756,34.0,1
54972,35.0,1
45114,32.0,0
32534,38.0,1
38745,34.0,0
42522,25.0,0
15719,25.0,1
58887,33.0,1
23530,33.0,0
9507,26.0,1
32556,25.0,1
826,26.0,1
53727,34.0,0
46,31.0,1
58958,29.0,1
5788,40.0,0
21896,31.0,0
3552,24.0,1
38963,36.0,0
18743,31.0,1
23587,29.0,0
31746,37.0,0
14415,32.0,0
2660,27.0,1
14616,37.0,1
52545,38.0,0
40527,24.0,0
53334,33.0,0
18805,34.0,0
13390,26.0,1
59497,33.0,0
38649,33.0,1
9266,26.0,0
17928,34.0,0
34528,20.0,1
14408,32.0,1
37714,35.0,0
25460,37.0,1
49992,32.0,1
62522,23.0,1
2772,34.0,0
47041,22.0,1
5965,33.0,0
63219,35.0,1
60761,34.0,0
46078,35.0,1
51883,34.0,0
2335,21.0,0
2546,23.0,1
50441,37.0,0
44666,39.0,1
10837,36.0,0
52383,34.0,0
17203,34.0,0
30011,35.0,0
24797,39.0,1
40780,21.0,1
6080,34.0,1
27999,32.0,1
57939,37.0,0
31393,45.0,1
17351,31.0,0
51973,34.0,1
36571,26.0,0
64368,34.0,1
40577,37.0,1
1273,25.0,0
15638,32.0,1
44903,34.0,0
43011,26.0,1
42275,24.0,1
12086,38.0,1
15622,29.0,0
6135,34.0,1
26596,27.0,0
63574,38.0,0
36488,33.0,1
29359,33.0,1
14732,35.0,1
34167,25.0,1
64422,28.0,1
51532,32.0,0
51824,28.0,1
53464,31.0,1
13420,21.0,1
28650,25.0,1
62654,37.0,0
38344,38.0,0
51795,34.0,1
8538,24.0,1
19146,32.0,1
27739,26.0,1
26552,30.0,0
46776,33.0,0
65487,32.0,0
23441,36.0,1
1452,22.0,1
49816,33.0,1
53036,28.0,1
34792,20.0,1
58238,31.0,1
7083,27.0,1
40080,34.0,1
11070,42.0,1
3868,27.0,1
20342,23.0,1
49978,30.0,1
18136,29.0,1
2137,35.0,0
42285,30.0,1
57495,31.0,1
30188,40.0,1
3596,33.0,0
61310,33.0,1
2268,30.0,1
38966,38.0,1
36043,28.0,1
39463,30.0,1
58293,38.0,1
41696,28.0,1
7279,20.0,1
62100,35.0,1
30744,29.0,1
20797,24.0,1
51860,25.0,1
33646,27.0,1
48375,35.0,1
14987,31.0,0
11148,27.0,0
64553,38.0,1
37813,32.0,1
52875,31.0,0
21479,31.0,0
9057,28.0,1
62881,33.0,1
39998,29.0,1
42352,23.0,1
8009,21.0,1
36684,23.0,1
61760,35.0,0
65195,36.0,1
58789,30.0,0
18415,32.0,1
12484,31.0,1
22368,30.0,1
37281,28.0,0
63877,32.0,0
47113,22.0,1
26194,18.0,1
52944,30.0,1
31031,38.0,1
20423,22.0,0
62711,32.0,1
22015,26.0,1
48616,27.0,1
33053,27.0,1
2321,25.0,1
33160,37.0,0
6224,28.0,1
31636,38.0,0
39079,35.0,1
1231,26.0,1
31704,36.0,0
7728,24.0,0
46105,39.0,1
51464,31.0,1
11544,26.0,1
24160,32.0,0
32519,32.0,0
19756,33.0,1
43096,29.0,1
25777,30.0,1
55510,24.0,1
41927,28.0,0
26877,20.0,1
3673,31.0,0
51996,30.0,1
25176,29.0,1
21411,33.0,1
57869,28.0,1
56225,34.0,1
34696,33.0,1
58318,31.0,1
18514,39.0,1
53625,29.0,1
36896,33.0,1
46761,27.0,0
3428,27.0,1
53679,25.0,1
24480,28.0,1
61185,36.0,0
29194,26.0,0
2223,33.0,1
28155,36.0,0
34983,35.0,1
22839,37.0,1
36775,28.0,0
38293,29.0,0
42661,29.0,1
34067,29.0,1
5889,28.0,0
60813,29.0,0
25220,36.0,0
53158,35.0,0
56373,29.0,1
47517,31.0,1
36257,28.0,1
37909,26.0,1
37423,37.0,1
21030,23.0,1
15568,33.0,0
1870,31.0,0
29560,22.0,1
48859,23.0,1
38018,32.0,0
14722,29.0,0
40451,24.0,1
37598,34.0,1
35120,30.0,0
32184,36.0,0
200,27.0,1
61392,23.0,1
37361,23.0,1
52524,39.0,0
42578,25.0,1
35194,24.0,1
37640,29.0,1
41754,32.0,0
35986,34.0,1
54926,29.0,0
32191,34.0,1
36312,27.0,0
11121,32.0,0
7196,29.0,1
41332,22.0,1
12677,29.0,0
27384,25.0,0
13688,21.0,1
44265,35.0,1
42336,36.0,0
32435,36.0,1
62113,36.0,0
32903,27.0,1
57692,33.0,1
36020,31.0,0
17759,37.0,0
46542,33.0,0
19972,26.0,1
44226,36.0,0
32485,31.0,0
12088,42.0,1
38182,30.0,0
45905,31.0,1
15805,37.0,1
31703,37.0,1
28693,28.0,1
30919,30.0,0
25212,31.0,1
36698,30.0,1
8143,26.0,1
45697,34.0,0
35182,23.0,1
2421,34.0,1
30285,25.0,1
25283,33.0,1
17988,28.0,1
28194,32.0,1
36790,23.0,1
23835,33.0,1
6300,33.0,0
60044,28.0,1
17290,26.0,1
31306,35.0,1
60359,21.0,1
57635,39.0,0
4599,32.0,0
33516,36.0,0
62563,25.0,1
14398,26.0,1
58184,33.0,0
33319,35.0,1
23832,30.0,1
61285,26.0,1
27944,35.0,0
38237,29.0,0
7536,32.0,1
27984,32.0,0
26955,21.0,1
44029,32.0,1
45618,37.0,1
10673,32.0,0
24365,35.0,0
22141,38.0,0
56250,22.0,1
33598,40.0,1
19135,29.0,1
57998,30.0,1
9318,35.0,0
21849,31.0,0
28313,36.0,0
39024,27.0,1
7790,25.0,0
21759,26.0,1
32415,36.0,1
48831,35.0,1
17782,40.0,1
9968,31.0,0
42712,33.0,0
2353,32.0,1
31866,33.0,1
28289,29.0,1
18561,32.0,1
2870,27.0,1
53071,35.0,0
5846,41.0,1
56610,39.0,1
18175,37.0,0
27758,26.0,1
2644,36.0,1
35384,26.0,1
11751,34.0,0
50871,30.0,0
42161,36.0,1
35212,30.0,1
17337,29.0,1
24254,30.0,1
14151,26.0,1
30544,25.0,1
6935,20.0,1
51368,39.0,0
19871,23.0,0
36364,24.0,0
40961,24.0,1
41946,31.0,1
52006,37.0,1
38814,26.0,1
63440,35.0,1
52884,39.0,0
58061,35.0,0
11139,28.0,0
1010,25.0,1
33227,36.0,0
63884,33.0,1
12039,33.0,0
20746,26.0,1
21018,31.0,0
17085,38.0,1
11288,27.0,0
4316,35.0,1
31767,36.0,0
45767,40.0,0
39126,28.0,0
54942,37.0,1
34056,39.0,1
14854,33.0,1
50767,28.0,1
20128,36.0,1
3856,30.0,0
50751,36.0,1
51270,37.0,1
58317,34.0,1
48388,35.0,0
23953,28.0,1
542,29.0,1
51710,37.0,1
26076,22.0,1
10141,28.0,1
45815,35.0,0
14460,30.0,1
24279,33.0,0
720,26.0,1
51021,36.0,1
12161,30.0,0
58950,31.0,0
49048,30.0,1
9561,29.0,1
36169,28.0,1
52616,32.0,1
60583,35.0,1
62474,39.0,1
16239,38.0,0
42877,25.0,1
45991,35.0,0
24516,33.0,1
56471,25.0,1
49517,36.0,1
58442,23.0,1
17311,38.0,1
50110,33.0,1
45347,30.0,1
38961,31.0,1
9170,28.0,1
18947,30.0,1
9920,38.0,1
59738,34.0,1
3751,27.0,1
37853,30.0,0
7985,28.0,0
27779,22.0,1
20447,26.0,1
37967,19.0,1
38402,29.0,0
11849,29.0,1
14400,32.0,1
21389,30.0,0
32009,29.0,0
13112,24.0,0
45329,28.0,1
4193,37.0,0
33520,40.0,0
43971,30.0,1
619,25.0,0
33645,35.0,1
36389,21.0,1
38884,31.0,1
7433,33.0,0
39619,35.0,0
16148,39.0,1
2304,27.0,1
44571,34.0,0
31118,24.0,1
51535,31.0,1
59945,23.0,1
41807,30.0,0
34642,29.0,0
4418,40.0,0
55366,19.0,1
39358,30.0,1
35259,20.0,1
33349,29.0,1
61829,31.0,1
9576,31.0,1
8581,35.0,1
8420,30.0,1
52826,33.0,1
13919,32.0,1
16466,30.0,1
12867,28.0,1
12785,29.0,0
22697,34.0,0
35598,37.0,0
14754,26.0,0
4497,34.0,0
26406,20.0,1
35934,30.0,0
19052,32.0,1
25609,29.0,1
26048,21.0,1
14366,34.0,0
65004,36.0,0
3325,36.0,0
54288,23.0,1
49339,31.0,1
7285,27.0,1
14360,24.0,0
60556,19.0,1
56342,27.0,0
35014,30.0,1
43705,26.0,0
22403,31.0,0
2156,26.0,0
59228,34.0,0
34993,22.0,1
44848,36.0,0
35183,22.0,1
33123,34.0,1
160,24.0,1
23831,33.0,0
62486,34.0,1
12448,29.0,0
28118,19.0,1
35087,27.0,0
41126,38.0,1
47083,29.0,1
28517,26.0,1
19577,28.0,1
10098,36.0,0
40964,27.0,1
34626,31.0,0
6770,34.0,1
60467,36.0,1
30938,33.0,1
23258,26.0,0
2292,37.0,0
58661,32.0,0
11705,28.0,1
13976,28.0,1
1118,19.0,1
26037,25.0,1
28933,22.0,1
2786,35.0,0
29030,22.0,1
58,22.0,1
630,21.0,1
46757,31.0,1
55767,21.0,1
19295,35.0,1
30674,27.0,0
12808,29.0,1
65693,32.0,0
58776,24.0,1
55632,33.0,1
7202,27.0,1
57642,32.0,1
13857,30.0,0
6972,20.0,1
31292,30.0,0
51668,29.0,0
34901,26.0,1
24738,30.0,1
60438,32.0,1
33010,37.0,1
52881,35.0,0
31266,27.0,1
18851,33.0,0
28166,38.0,1
47050,22.0,1
61900,33.0,1
61088,32.0,1
22564,35.0,1
23779,37.0,0
28937,22.0,1
58524,32.0,0
1518,21.0,1
53634,22.0,1
37103,30.0,1
36505,31.0,1
4434,39.0,1
59459,21.0,1
12987,30.0,0
52494,33.0,0
32949,35.0,1
28813,35.0,0
6055,33.0,0
1122,28.0,0
31785,39.0,1
9591,33.0,0
9385,30.0,1
59677,36.0,0
12765,33.0,1
35725,28.0,1
23663,34.0,0
5416,25.0,1
61603,32.0,0
42126,31.0,0
30359,31.0,0
19720,33.0,1
34989,25.0,0
30921,30.0,0
65299,36.0,1
11784,37.0,0
12423,40.0,1
13442,27.0,1
49766,27.0,1
20816,35.0,0
50071,28.0,0
27682,24.0,1
43540,36.0,1
52654,35.0,1
21942,33.0,0
48304,26.0,0
17595,38.0,0
40612,23.0,0
24239,34.0,1
24781,27.0,1
42114,29.0,1
62178,32.0,0
5502,39.0,0
57149,32.0,1
18922,39.0,0
8469,36.0,0
6873,31.0,0
56322,27.0,1
9189,29.0,0
33837,36.0,1
55821,35.0,1
64944,35.0,0
1246,29.0,0
23103,28.0,1
41482,27.0,1
46802,30.0,0
47790,29.0,0
12515,30.0,1
36741,27.0,1
40135,32.0,0
33710,29.0,1
11125,26.0,1
57688,31.0,1
26433,21.0,1
41712,27.0,1
42372,33.0,1
51925,36.0,0
11138,28.0,1
52252,38.0,1
35024,20.0,1
50212,27.0,1
49596,29.0,1
63122,32.0,1
5309,39.0,0
45236,34.0,0
52458,32.0,1
10738,40.0,1
38252,35.0,1
39510,38.0,1
12239,28.0,1
5918,33.0,1
57520,36.0,1
58109,38.0,1
50901,34.0,0
3717,27.0,1
63252,37.0,1
32305,34.0,1
43210,31.0,1
3499,31.0,0
14173,33.0,0
39189,28.0,1
19650,28.0,1
17603,38.0,1
64662,31.0,1
12316,36.0,1
4604,31.0,1
58883,21.0,1
14850,24.0,1
8019,23.0,0
31914,29.0,1
45818,33.0,0
7308,20.0,1
42555,24.0,1
37806,26.0,1
13212,33.0,1
12823,25.0,1
1727,38.0,1
58712,35.0,0
26346,32.0,1
18968,29.0,0
16038,30.0,1
43273,38.0,1
44171,28.0,1
5752,31.0,1
55876,29.0,0
27345,20.0,1
51214,29.0,0
9693,23.0,1
9324,31.0,0
27181,20.0,1
54545,27.0,1
8627,28.0,1
19283,34.0,1
24724,35.0,1
17343,33.0,1
937,24.0,1
47709,35.0,1
17017,35.0,1
5876,32.0,1
54799,24.0,1
1652,30.0,0
64216,19.0,1
27599,27.0,1
48694,22.0,0
3724,34.0,1
32610,40.0,1
24154,33.0,0
25338,39.0,1
38186,36.0,1
23033,34.0,0
65453,30.0,1
37612,30.0,1
58567,32.0,1
32679,35.0,0
44002,30.0,1
63592,34.0,1
33454,37.0,1
47109,33.0,1
58855,25.0,1
28996,30.0,1
3812,31.0,1
34620,24.0,1
39799,37.0,0
4405,33.0,1
52636,31.0,0
29850,23.0,1
62822,27.0,1
55525,32.0,1
52585,32.0,1
28743,31.0,0
8984,25.0,0
30234,25.0,1
30804,30.0,1
9253,32.0,1
12019,33.0,1
60948,33.0,0
13837,24.0,1
58696,32.0,1
10934,30.0,1
42823,21.0,1
36502,25.0,0
49532,27.0,1
29632,32.0,0
4004,27.0,1
19878,21.0,1
49010,35.0,0
46136,29.0,1
26327,21.0,1
22725,34.0,0
43366,30.0,0
27240,20.0,1
51347,32.0,1
63636,35.0,1
43022,28.0,0
62715,32.0,0
55464,30.0,0
9890,29.0,0
5717,28.0,1
49895,34.0,0
22907,29.0,1
39491,28.0,1
1999,25.0,1
22572,25.0,1
47893,31.0,0
55391,22.0,1
47219,25.0,1
5646,33.0,1
1269,20.0,1
2863,31.0,0
26902,21.0,1
55611,30.0,0
18346,37.0,1
56791,31.0,0
54021,25.0,1
11367,38.0,1
6922,31.0,1
5089,34.0,0
46036,29.0,1
33869,40.0,1
6807,22.0,0
22508,30.0,1
11184,30.0,0
14287,42.0,1
14161,31.0,0
48730,25.0,1
27009,24.0,0
60837,32.0,1
46391,36.0,1
51153,28.0,1
38172,29.0,1
37293,35.0,0
3610,32.0,0
54900,25.0,0
50970,32.0,0
28589,30.0,0
27809,27.0,1
19420,40.0,1
61901,32.0,1
13949,26.0,1
12758,20.0,1
5971,35.0,1
40791,26.0,1
64119,37.0,1
990,27.0,1
3679,40.0,0
55670,36.0,0
56512,30.0,1
33742,42.0,1
30556,37.0,0
55732,29.0,1
25713,30.0,0
40021,34.0,0
25041,29.0,1
51280,35.0,1
60169,36.0,0
32733,36.0,0
44533,35.0,0
35621,32.0,0
43107,30.0,1
10838,29.0,1
43744,28.0,1
61591,29.0,1
62091,32.0,1
64071,22.0,1
61145,23.0,1
32793,36.0,1
4628,30.0,0
39689,31.0,0
52873,37.0,1
36819,32.0,1
11826,32.0,1
59206,35.0,1
4614,30.0,1
36893,32.0,0
52879,38.0,0
48897,25.0,1
13606,38.0,1
42113,32.0,1
571,28.0,0
20007,24.0,1
3991,36.0,1
12745,34.0,0
42673,24.0,1
3641,31.0,1
43085,36.0,0
48674,27.0,0
53114,32.0,1
93,25.0,1
27542,34.0,0
18292,26.0,1
54810,23.0,1
10527,32.0,0
7991,23.0,0
54442,25.0,0
51865,34.0,1
3902,30.0,0
43802,26.0,1
4189,29.0,1
42462,31.0,1
19134,39.0,1
15868,31.0,1
33842,33.0,1
33775,27.0,1
26557,22.0,1
31834,29.0,1
11590,40.0,0
6804,27.0,0
33254,27.0,1
49999,28.0,1
17763,36.0,1
44244,33.0,1
60674,32.0,1
40967,36.0,0
41236,30.0,1
16979,36.0,1
20487,28.0,1
18801,32.0,1
18541,41.0,0
11969,32.0,1
1942,28.0,1
37961,29.0,1
52657,37.0,1
6156,29.0,1
39421,29.0,1
30179,35.0,0
28675,32.0,1
54875,28.0,1
10807,34.0,1
30853,22.0,1
31077,31.0,1
45975,36.0,1
58634,37.0,0
52844,34.0,0
9796,24.0,1
19277,34.0,1
8462,33.0,1
50687,30.0,0
19874,23.0,1
53586,23.0,1
20538,30.0,1
32365,26.0,1
21581,34.0,1
18375,32.0,1
33343,31.0,1
52405,36.0,0
110,24.0,0
34542,24.0,0
32555,27.0,1
51765,26.0,1
18546,34.0,1
44920,29.0,1
9866,31.0,1
43075,33.0,0
877,22.0,0
9906,27.0,1
3664,29.0,0
61401,33.0,1
4372,34.0,0
60682,23.0,1
12735,28.0,1
29987,35.0,1
17440,36.0,0
39120,30.0,0
632,19.0,0
4168,30.0,1
60900,33.0,1
54016,33.0,0
43918,26.0,1
6743,42.0,0
29732,24.0,1
34831,36.0,1
20182,20.0,1
32498,26.0,1
13973,35.0,0
23748,31.0,0
23616,26.0,0
44925,29.0,1
26216,28.0,0
60831,36.0,1
31021,29.0,1
3411,29.0,1
62381,25.0,1
65348,33.0,0
2261,27.0,1
46068,29.0,1
56619,27.0,0
48467,29.0,1
43782,33.0,0
43375,38.0,0
35419,34.0,1
8517,25.0,1
8492,34.0,0
50761,33.0,1
5340,37.0,0
24801,29.0,1
62960,36.0,1
47904,22.0,1
38991,27.0,0
14140,38.0,1
30034,36.0,1
31635,37.0,1
17474,35.0,0
31241,37.0,0
