,player_age,correct
47046,30.0,0
19507,32.0,1
35978,26.0,0
46090,39.0,0
43620,29.0,1
61357,21.0,1
63693,28.0,1
23544,30.0,1
18664,42.0,0
53526,28.0,0
46176,35.0,1
58089,34.0,1
1945,34.0,1
63363,35.0,1
41694,34.0,0
10893,26.0,1
15528,29.0,0
23319,28.0,1
24299,31.0,0
37874,27.0,1
13151,28.0,1
46243,31.0,0
21409,28.0,1
18438,37.0,0
34744,25.0,0
49581,26.0,1
245,31.0,1
37772,26.0,1
5881,41.0,1
21135,31.0,1
14802,33.0,1
23582,30.0,0
16487,37.0,0
51719,37.0,1
57047,30.0,0
37377,26.0,1
14440,29.0,1
21221,24.0,1
55104,26.0,1
50757,26.0,1
30664,32.0,1
55010,34.0,1
24969,31.0,1
60351,20.0,1
7505,30.0,1
30419,32.0,0
29884,33.0,1
27218,27.0,1
57230,27.0,1
3762,29.0,0
4453,32.0,1
24608,27.0,1
14597,31.0,1
37099,32.0,1
28115,26.0,1
5030,33.0,0
49980,33.0,0
41804,26.0,1
30618,30.0,0
59103,38.0,1
23327,38.0,0
27235,35.0,1
10609,28.0,1
62410,35.0,0
18369,29.0,1
19096,32.0,1
40810,20.0,1
11252,36.0,1
56461,27.0,1
45450,26.0,1
62083,21.0,1
41338,24.0,1
45813,32.0,1
8052,35.0,1
34198,26.0,1
35769,36.0,0
39214,32.0,1
21968,31.0,0
54689,26.0,1
55957,35.0,1
42075,33.0,0
61920,21.0,1
56770,35.0,1
61147,34.0,1
25629,34.0,0
59165,28.0,1
17454,38.0,1
9808,26.0,1
16146,36.0,1
64584,33.0,1
38683,33.0,0
62267,24.0,0
23826,35.0,0
52108,29.0,1
16434,32.0,1
16240,32.0,0
25874,34.0,0
15539,39.0,1
14967,24.0,1
51523,35.0,0
51903,23.0,1
3625,32.0,0
52902,38.0,1
31953,27.0,1
56122,24.0,1
58923,27.0,1
18593,33.0,0
25302,39.0,1
24729,28.0,0
8086,27.0,1
30495,25.0,1
712,34.0,1
521,24.0,1
46351,32.0,1
9619,32.0,1
5885,33.0,1
134,21.0,1
60103,21.0,1
14665,36.0,0
51072,34.0,1
45859,32.0,1
60982,34.0,0
53831,23.0,0
45724,30.0,1
40302,30.0,1
48563,34.0,0
16780,25.0,1
17083,29.0,1
41624,34.0,1
65734,33.0,1
20679,25.0,1
65529,30.0,0
56925,25.0,1
56445,27.0,1
1146,24.0,1
33714,29.0,1
34030,36.0,0
56135,22.0,1
31211,38.0,0
39489,29.0,0
44623,35.0,0
36138,30.0,1
57968,30.0,1
62873,33.0,1
18703,29.0,1
62579,35.0,1
58228,33.0,0
22130,28.0,0
7631,26.0,0
53119,32.0,1
56924,26.0,1
9132,21.0,1
43596,38.0,1
13632,20.0,1
45104,31.0,1
51603,32.0,1
22856,23.0,1
24069,27.0,1
7645,30.0,0
35556,27.0,0
53890,29.0,1
12430,31.0,0
42822,33.0,1
34550,22.0,1
51124,28.0,1
38404,36.0,1
51292,29.0,1
35478,24.0,0
14557,34.0,0
8606,34.0,1
61882,21.0,1
36695,24.0,1
16523,26.0,0
10069,33.0,1
54334,20.0,1
14302,32.0,0
6208,30.0,1
37944,27.0,1
24306,33.0,1
2500,29.0,0
33066,36.0,1
55521,24.0,1
59162,27.0,0
21985,35.0,0
16593,37.0,1
11878,31.0,0
14273,23.0,1
23273,24.0,1
29769,26.0,1
46027,30.0,1
16924,36.0,0
11621,35.0,0
41041,29.0,1
39882,33.0,0
14586,36.0,1
10183,37.0,0
761,22.0,1
4134,28.0,0
52017,36.0,1
51489,40.0,1
9444,28.0,0
52975,37.0,0
36899,25.0,1
64004,33.0,0
65783,39.0,1
62402,29.0,1
36490,37.0,1
26449,31.0,1
562,29.0,0
29366,19.0,1
55769,19.0,1
28762,31.0,1
13243,32.0,0
25610,36.0,0
52821,32.0,0
26611,33.0,0
64091,35.0,1
37672,30.0,1
50592,31.0,1
10433,31.0,1
57477,26.0,1
29702,34.0,0
40054,35.0,0
55390,28.0,1
28117,39.0,1
33417,36.0,1
60810,26.0,0
1717,34.0,1
52175,31.0,0
41610,27.0,1
32702,37.0,0
50651,31.0,1
49820,32.0,1
24007,32.0,0
32900,31.0,0
4637,36.0,1
48209,35.0,0
23234,23.0,1
18857,25.0,1
2942,33.0,0
29316,29.0,1
37702,34.0,1
32926,28.0,1
28605,29.0,0
16915,32.0,0
35349,34.0,1
24408,35.0,1
13347,20.0,1
38835,30.0,1
34888,30.0,1
48109,25.0,0
47299,31.0,0
58155,36.0,0
30865,27.0,1
36429,25.0,1
17313,30.0,1
20317,21.0,0
44976,30.0,1
21246,28.0,0
44306,29.0,0
8889,30.0,0
18946,36.0,0
1849,24.0,1
11810,31.0,1
27705,31.0,0
16457,32.0,0
9368,25.0,1
59954,24.0,1
15289,26.0,1
28071,36.0,0
31419,28.0,1
12353,35.0,0
46939,20.0,1
33431,34.0,1
17143,41.0,1
62726,37.0,0
8958,40.0,0
44815,32.0,1
18403,32.0,0
47986,33.0,1
36948,30.0,1
26998,23.0,1
15909,39.0,1
59840,36.0,0
43860,35.0,1
38602,28.0,1
64851,33.0,0
40858,35.0,1
39839,36.0,1
56563,33.0,0
46089,27.0,1
57548,24.0,1
59209,22.0,1
374,38.0,1
57746,29.0,1
32020,36.0,1
31081,38.0,1
58271,29.0,1
8976,26.0,0
52695,34.0,0
13636,24.0,0
34921,22.0,1
3842,26.0,1
22730,32.0,0
21857,27.0,1
32319,30.0,0
63715,33.0,0
65787,38.0,0
58761,30.0,1
63850,37.0,1
14199,35.0,1
59908,28.0,1
11580,27.0,1
8344,27.0,1
8593,28.0,1
28036,23.0,1
3004,28.0,1
37041,25.0,1
63488,36.0,0
48300,24.0,1
2543,26.0,0
25256,42.0,1
36426,26.0,1
12977,24.0,1
55954,24.0,0
53287,40.0,1
13971,30.0,1
60627,29.0,0
58036,35.0,1
60530,34.0,0
16110,27.0,1
7959,27.0,1
45390,33.0,1
52268,38.0,1
34739,26.0,0
57501,28.0,1
46570,36.0,0
60949,39.0,0
65223,35.0,1
37454,40.0,1
17771,36.0,1
8108,30.0,1
28343,22.0,1
18225,28.0,1
20703,27.0,1
52083,28.0,1
32099,38.0,1
21525,35.0,1
7035,23.0,1
8712,31.0,1
41552,27.0,0
8875,31.0,0
765,27.0,1
3570,34.0,1
30968,39.0,1
48726,26.0,1
14945,26.0,1
26295,19.0,1
8481,25.0,1
34919,21.0,1
59579,34.0,0
32323,30.0,0
20277,30.0,1
65088,35.0,1
57808,29.0,1
6018,33.0,1
21380,25.0,1
17160,34.0,1
50821,40.0,0
3910,35.0,1
61876,23.0,1
3064,26.0,1
330,26.0,1
28664,25.0,1
18612,29.0,0
38801,29.0,0
20752,26.0,0
7523,29.0,1
12431,32.0,0
46192,30.0,1
25836,27.0,1
46593,39.0,0
32599,28.0,1
57,31.0,1
63053,26.0,0
4015,32.0,0
12175,41.0,0
31382,27.0,1
60675,20.0,1
991,26.0,1
50084,28.0,1
53701,37.0,1
25840,31.0,1
40718,21.0,0
5028,38.0,1
16210,26.0,0
12577,32.0,0
53732,22.0,0
42538,30.0,0
35382,22.0,0
62610,36.0,1
26101,29.0,1
47464,22.0,0
7747,26.0,0
5012,33.0,0
41921,27.0,1
17832,32.0,1
54607,32.0,0
51282,35.0,1
45617,39.0,1
49979,23.0,1
9346,24.0,1
16336,35.0,1
13848,31.0,1
31281,40.0,1
29451,42.0,1
65090,35.0,0
44866,32.0,0
24661,33.0,0
16625,29.0,0
57538,33.0,1
50054,30.0,1
29845,23.0,1
63369,29.0,1
65146,37.0,1
9314,23.0,1
7182,24.0,1
30721,31.0,1
5065,34.0,1
43985,31.0,0
64800,36.0,1
64792,42.0,0
30065,31.0,1
4831,38.0,1
16133,35.0,0
18983,32.0,1
47057,23.0,1
58817,35.0,0
18941,40.0,1
23853,36.0,0
22131,36.0,1
2844,34.0,1
17568,34.0,1
49097,29.0,0
12399,36.0,0
60683,31.0,1
11116,36.0,0
25495,33.0,1
34891,20.0,1
41120,31.0,1
60500,36.0,0
25517,38.0,0
4160,34.0,1
57553,28.0,1
41147,41.0,1
14856,31.0,1
46491,41.0,0
60998,33.0,1
41222,24.0,1
16290,30.0,1
19693,38.0,0
11614,32.0,1
7264,24.0,1
59349,29.0,1
63911,27.0,1
20408,33.0,0
13714,20.0,1
9540,29.0,1
7972,35.0,1
32563,26.0,1
9845,29.0,1
26313,28.0,0
30687,31.0,0
47873,24.0,1
15646,26.0,1
43722,31.0,0
51146,29.0,1
13604,27.0,1
20672,23.0,1
40093,30.0,1
33758,38.0,0
18499,35.0,1
26317,25.0,0
25894,33.0,0
10029,21.0,1
59465,37.0,1
37445,32.0,1
12846,38.0,1
44696,30.0,1
38736,32.0,0
27438,26.0,0
24534,27.0,1
36902,31.0,1
56559,30.0,1
16986,36.0,0
50834,30.0,1
57061,27.0,1
59939,28.0,1
981,29.0,1
2943,31.0,1
19069,37.0,0
6117,30.0,1
20695,28.0,0
3122,27.0,0
19461,33.0,0
44369,32.0,0
38405,30.0,0
54059,31.0,1
12809,38.0,1
28403,31.0,1
26022,21.0,1
28632,27.0,0
35376,25.0,1
54330,25.0,1
59388,23.0,1
23150,32.0,0
19427,36.0,1
1855,30.0,0
3033,24.0,1
18651,33.0,0
50595,38.0,1
30496,29.0,1
36651,25.0,1
53042,31.0,1
13715,28.0,1
2952,32.0,0
48913,22.0,1
25403,34.0,0
48793,34.0,1
24668,33.0,0
14800,37.0,1
18507,38.0,0
35745,31.0,1
10770,27.0,1
60955,30.0,0
35172,28.0,1
18252,35.0,1
53340,33.0,1
1522,27.0,1
53156,34.0,1
11108,35.0,0
32725,32.0,1
63421,36.0,0
55927,20.0,1
59116,22.0,1
9536,28.0,1
15936,32.0,0
33189,36.0,0
37025,32.0,1
43392,32.0,1
35891,31.0,1
11771,34.0,0
47270,27.0,0
8512,38.0,0
64931,39.0,1
3875,27.0,0
32287,33.0,1
48772,33.0,1
35176,35.0,1
47047,29.0,1
54298,27.0,0
27339,30.0,1
4777,31.0,1
64417,32.0,0
59175,29.0,1
49156,26.0,1
15689,40.0,1
38144,28.0,1
61884,22.0,1
34224,21.0,1
16652,27.0,1
60205,34.0,0
1083,28.0,1
16328,34.0,1
46063,30.0,0
44089,38.0,0
54197,20.0,1
38726,34.0,1
25050,38.0,0
12326,37.0,0
57162,40.0,0
20710,34.0,1
31399,25.0,1
5413,41.0,1
44223,26.0,1
36691,30.0,1
47859,21.0,1
39942,33.0,0
7616,27.0,0
31203,38.0,0
3609,32.0,0
5274,36.0,0
59871,22.0,1
39996,26.0,1
64465,33.0,0
23315,28.0,1
46568,33.0,1
3630,39.0,1
24489,36.0,1
58292,29.0,1
42189,25.0,1
23783,32.0,1
38514,32.0,0
27515,22.0,1
5651,40.0,0
238,22.0,1
58425,34.0,0
35625,30.0,1
22217,26.0,1
53379,31.0,1
25764,36.0,0
5691,31.0,1
19927,20.0,1
8347,30.0,0
27170,21.0,1
57707,37.0,1
9328,22.0,1
21596,23.0,0
59660,20.0,1
44542,31.0,1
43931,27.0,1
21747,29.0,0
55869,28.0,1
40712,34.0,0
48889,26.0,0
58687,30.0,1
43887,28.0,1
36733,30.0,1
6749,37.0,1
954,39.0,1
13422,27.0,0
59188,30.0,0
63866,32.0,1
48230,36.0,1
43130,33.0,0
31913,30.0,1
33200,32.0,0
2990,27.0,0
49063,23.0,0
47869,27.0,1
36681,29.0,0
60155,22.0,1
12391,33.0,0
48861,34.0,0
47836,34.0,0
37827,35.0,1
35804,24.0,1
21186,30.0,0
34871,26.0,1
53191,38.0,0
31215,30.0,0
58454,32.0,1
11876,30.0,1
905,26.0,0
46727,23.0,1
19087,38.0,0
37802,29.0,1
5277,34.0,0
58307,29.0,1
57514,34.0,1
43898,26.0,1
55376,33.0,1
23599,25.0,1
3438,34.0,1
28420,24.0,1
56649,39.0,1
51592,35.0,0
41995,39.0,0
44813,31.0,0
17583,27.0,1
48162,25.0,1
30699,24.0,1
40280,32.0,0
40584,25.0,1
50967,28.0,1
65402,35.0,1
31429,39.0,1
47721,27.0,1
18157,36.0,0
55273,29.0,0
36427,26.0,1
57972,34.0,1
15245,33.0,0
42648,31.0,1
40134,42.0,0
2082,30.0,1
48657,36.0,0
59921,24.0,1
43907,35.0,1
23002,34.0,1
41718,30.0,1
9306,26.0,0
7663,31.0,1
10223,35.0,0
42458,35.0,0
57385,29.0,1
58412,39.0,1
20113,22.0,1
27849,27.0,0
59795,32.0,1
59985,35.0,1
16840,28.0,0
26798,26.0,1
11142,28.0,1
55897,30.0,0
38626,31.0,0
36669,33.0,0
4401,34.0,0
50280,27.0,1
64834,30.0,1
4098,27.0,0
35492,22.0,0
55500,23.0,0
6241,28.0,1
45428,29.0,0
12165,31.0,0
1524,20.0,1
51091,33.0,0
5621,34.0,1
40058,33.0,0
24875,35.0,1
63256,32.0,0
57242,42.0,1
48320,40.0,1
14438,30.0,0
7150,30.0,1
50385,29.0,1
43529,29.0,1
31020,29.0,1
1949,34.0,0
41505,26.0,0
27724,30.0,1
41805,28.0,0
35018,23.0,0
45834,35.0,1
24190,32.0,1
24955,35.0,0
3221,31.0,1
16178,30.0,1
61718,33.0,0
63023,24.0,1
51073,30.0,0
3536,33.0,1
42749,26.0,1
44048,30.0,1
34955,24.0,0
21213,25.0,0
31749,35.0,1
44688,36.0,1
55373,21.0,1
38851,25.0,1
11018,38.0,0
22017,37.0,1
34833,22.0,1
41609,35.0,0
9439,25.0,0
29290,30.0,1
10727,36.0,0
17353,37.0,1
370,20.0,1
9275,23.0,1
16373,32.0,1
50833,27.0,1
42291,39.0,1
7902,29.0,1
55457,22.0,1
23139,31.0,1
2926,24.0,1
30159,29.0,0
20611,21.0,1
30340,34.0,1
30890,30.0,1
206,22.0,1
26437,22.0,1
2452,24.0,1
57622,34.0,1
11924,42.0,1
19870,28.0,1
37831,26.0,1
63790,31.0,1
52250,40.0,0
33238,29.0,1
15835,33.0,0
15666,24.0,1
9153,32.0,1
57454,30.0,0
62984,28.0,1
12044,30.0,1
58512,37.0,1
1021,23.0,1
35549,28.0,1
49401,23.0,1
43030,29.0,0
42940,28.0,1
50425,28.0,0
63759,33.0,1
10102,30.0,1
34614,29.0,0
61170,33.0,0
42418,24.0,1
54216,24.0,1
38808,28.0,1
19049,38.0,0
39187,39.0,1
33374,41.0,1
43351,26.0,1
30854,41.0,1
19628,39.0,1
37970,36.0,0
3705,41.0,0
49293,35.0,1
5462,28.0,0
3886,25.0,1
33874,31.0,1
42609,24.0,0
48836,24.0,1
27176,28.0,1
59376,29.0,1
40598,27.0,1
63116,28.0,1
20488,22.0,0
54560,23.0,1
47801,25.0,1
56089,35.0,0
20320,20.0,0
64334,34.0,1
48157,24.0,1
24557,36.0,1
9827,24.0,1
18585,35.0,0
25164,29.0,1
1299,23.0,0
23778,30.0,1
40722,26.0,0
8250,35.0,0
16185,36.0,1
23101,36.0,0
48911,22.0,1
21982,31.0,1
27932,18.0,1
21332,37.0,1
46731,31.0,0
44798,35.0,0
13517,34.0,1
28681,35.0,1
15694,24.0,1
44393,29.0,1
4363,31.0,1
48528,26.0,1
10422,27.0,1
14702,31.0,0
41924,28.0,0
57567,28.0,0
5331,34.0,1
32463,35.0,0
26269,32.0,0
27830,26.0,1
20335,37.0,0
27459,25.0,1
46577,29.0,0
13578,32.0,1
63021,28.0,0
15374,24.0,1
3488,24.0,1
5121,28.0,1
33591,30.0,0
27257,30.0,0
63254,32.0,1
44646,33.0,0
51854,31.0,0
29747,27.0,0
47529,25.0,0
57036,27.0,1
41419,26.0,0
1836,39.0,1
55175,21.0,1
65725,38.0,1
64113,37.0,0
49883,28.0,1
19157,42.0,1
8133,25.0,0
41608,35.0,0
38692,29.0,0
45456,40.0,1
28871,26.0,0
56695,38.0,0
30018,38.0,1
55029,33.0,0
25714,32.0,1
31456,27.0,1
31446,32.0,0
61136,32.0,1
39934,29.0,0
39528,27.0,0
45531,33.0,0
51953,29.0,0
38067,44.0,1
27495,29.0,1
37547,37.0,1
45185,35.0,0
7565,24.0,1
53689,25.0,0
50405,36.0,1
2138,31.0,1
18929,36.0,0
17402,33.0,0
773,20.0,1
53163,36.0,1
16165,36.0,1
28669,23.0,1
60262,31.0,0
47973,33.0,1
65600,28.0,1
65469,28.0,1
15165,35.0,0
50101,32.0,1
47625,25.0,1
45213,33.0,1
46866,26.0,1
29688,33.0,1
47365,29.0,1
25461,32.0,0
24198,27.0,1
24835,34.0,0
43851,30.0,0
20209,25.0,1
19172,33.0,1
54085,24.0,1
10037,29.0,0
41993,32.0,1
3106,33.0,0
53324,28.0,1
55203,23.0,1
58973,21.0,1
49626,35.0,1
53354,28.0,1
9367,26.0,1
41123,27.0,0
45226,33.0,0
65473,40.0,0
2092,31.0,0
38744,34.0,1
51248,33.0,0
17179,28.0,0
53321,28.0,1
20499,36.0,1
25676,35.0,0
21451,28.0,1
52374,37.0,1
50496,27.0,1
43686,32.0,1
16025,29.0,0
21851,35.0,0
27931,36.0,0
14989,32.0,1
675,20.0,1
58745,32.0,1
43483,27.0,1
43816,32.0,0
14525,23.0,1
43608,29.0,0
57493,36.0,0
57453,29.0,1
21639,28.0,0
22321,25.0,1
45536,27.0,1
314,26.0,1
29885,26.0,0
40320,32.0,0
15569,34.0,1
32096,23.0,1
41388,25.0,1
56713,27.0,1
18815,38.0,0
21001,33.0,1
46213,32.0,0
16065,29.0,0
51994,31.0,1
12475,35.0,1
27857,37.0,0
64289,36.0,0
3906,31.0,1
6532,38.0,1
36347,25.0,0
17365,33.0,1
14834,26.0,1
10935,36.0,1
64820,39.0,0
21057,26.0,1
37417,31.0,1
32621,41.0,1
17146,32.0,1
10023,25.0,1
55762,24.0,1
16893,27.0,1
26369,23.0,1
23380,27.0,0
56921,26.0,1
6489,31.0,0
47314,31.0,0
506,29.0,1
20041,19.0,1
38944,28.0,1
20846,28.0,1
53169,31.0,0
47206,24.0,1
25466,36.0,0
15582,22.0,1
9014,24.0,0
6646,29.0,1
34246,25.0,0
32671,33.0,1
23983,33.0,0
14334,32.0,0
29804,30.0,1
28251,23.0,1
17049,31.0,1
28090,35.0,1
4424,38.0,0
28305,24.0,1
10593,35.0,0
18909,31.0,1
3458,28.0,1
53849,27.0,1
19071,37.0,1
9081,28.0,1
12055,33.0,1
55784,26.0,0
61415,30.0,1
5766,30.0,1
34108,38.0,1
8295,34.0,1
17558,36.0,0
50568,35.0,1
2350,29.0,0
19535,34.0,0
60833,25.0,1
4296,38.0,0
34289,23.0,1
197,26.0,1
4700,27.0,1
65697,33.0,0
17952,29.0,1
751,27.0,1
10947,33.0,0
60924,33.0,1
40523,28.0,1
46529,33.0,0
63080,35.0,0
24426,31.0,1
61541,24.0,1
6588,36.0,1
36378,29.0,0
55047,23.0,0
57541,25.0,1
35973,28.0,1
17931,37.0,0
23244,34.0,0
1666,32.0,1
33785,37.0,0
33524,40.0,0
23054,24.0,1
49584,35.0,1
51834,37.0,0
43045,30.0,1
29967,26.0,1
1693,35.0,0
34333,20.0,1
43059,23.0,0
6671,31.0,1
5954,35.0,0
14202,37.0,0
913,25.0,0
282,30.0,1
48663,32.0,0
18993,29.0,1
23181,29.0,1
32886,38.0,1
10196,28.0,1
18250,25.0,1
23235,35.0,1
4989,35.0,1
29071,31.0,0
11602,40.0,0
46145,39.0,0
25472,27.0,1
34401,26.0,1
12925,20.0,1
14457,29.0,1
40483,29.0,1
29116,28.0,0
35622,26.0,0
40198,38.0,0
62212,26.0,1
3044,28.0,0
36250,26.0,1
5130,28.0,1
69,27.0,0
3720,30.0,0
38853,23.0,1
59726,21.0,1
31172,29.0,1
22313,31.0,1
61688,22.0,1
16209,30.0,0
7934,34.0,1
1523,20.0,1
65078,33.0,0
18002,31.0,1
28232,24.0,1
29572,25.0,1
12429,33.0,1
6256,29.0,1
51808,39.0,1
26766,27.0,0
38443,32.0,0
46613,26.0,1
62957,25.0,1
14847,36.0,0
5736,33.0,1
26757,31.0,1
34380,27.0,1
20756,25.0,0
49327,26.0,1
64072,35.0,0
38686,33.0,0
65758,32.0,1
63249,34.0,1
3164,25.0,1
52344,37.0,0
41852,30.0,1
8701,27.0,0
65432,24.0,1
11076,28.0,0
18644,39.0,1
19939,28.0,0
21010,23.0,1
26771,31.0,0
61040,32.0,1
28721,20.0,1
27448,27.0,1
4597,34.0,1
17530,36.0,1
58300,33.0,1
18228,38.0,0
21617,24.0,1
31829,37.0,0
41044,29.0,1
24544,30.0,1
35458,24.0,1
19950,29.0,1
26341,18.0,1
45679,34.0,0
15112,39.0,1
29266,32.0,1
25246,28.0,1
63058,29.0,0
40758,31.0,1
29042,25.0,1
63859,33.0,1
14921,36.0,1
41560,33.0,1
7583,35.0,0
2819,31.0,1
30527,34.0,1
36481,26.0,1
18488,30.0,1
28391,24.0,1
63750,36.0,1
17443,35.0,1
37479,27.0,0
32561,30.0,0
8161,24.0,1
23096,38.0,1
14708,28.0,1
25147,33.0,0
13570,27.0,1
6179,32.0,0
46984,21.0,1
2725,40.0,1
42756,27.0,0
43461,33.0,1
58807,36.0,0
31156,35.0,1
39844,37.0,0
55644,39.0,1
20494,24.0,0
8162,21.0,1
42158,32.0,1
44984,35.0,1
13816,31.0,0
64936,35.0,1
59138,27.0,0
6086,30.0,1
43803,32.0,1
28735,32.0,0
49849,32.0,0
39065,39.0,1
41074,21.0,0
1408,27.0,0
46729,28.0,0
18897,37.0,1
8015,31.0,0
46947,30.0,1
52390,34.0,1
61267,33.0,1
17649,28.0,1
38777,30.0,1
15200,20.0,1
47247,24.0,1
44839,30.0,1
10636,33.0,0
24484,38.0,1
30852,34.0,1
26210,24.0,1
62158,35.0,1
11856,35.0,0
36326,31.0,1
10286,35.0,0
1760,29.0,1
3974,29.0,1
4995,29.0,1
15161,31.0,1
19917,28.0,1
4518,31.0,1
43087,28.0,1
21308,32.0,1
10240,29.0,0
56442,27.0,0
26119,24.0,1
52066,37.0,0
32764,28.0,1
21695,26.0,0
27478,29.0,1
46495,38.0,0
28903,36.0,0
46007,37.0,0
47431,20.0,1
8122,23.0,1
58795,41.0,0
64611,31.0,0
54789,35.0,0
42543,25.0,0
7798,21.0,1
49245,30.0,1
2115,26.0,1
2541,26.0,1
21170,26.0,1
46608,34.0,0
19010,35.0,1
1099,30.0,1
53254,33.0,1
29318,37.0,1
25151,45.0,1
31000,27.0,1
21741,33.0,1
35431,26.0,1
18841,40.0,1
7870,23.0,1
13419,20.0,1
49014,33.0,1
56213,33.0,1
1322,28.0,1
5552,40.0,0
6748,33.0,1
40032,30.0,1
42564,29.0,1
5588,40.0,0
34452,23.0,0
62924,35.0,0
28154,31.0,1
6658,37.0,0
55169,30.0,0
30970,28.0,0
5897,33.0,0
43661,24.0,0
8939,32.0,0
59192,24.0,0
43310,28.0,0
34991,26.0,0
28307,28.0,0
51462,31.0,0
16235,36.0,1
60572,31.0,1
38107,32.0,0
52117,33.0,1
8528,34.0,1
9228,34.0,1
61996,29.0,1
46517,28.0,1
28206,20.0,1
35097,21.0,1
34314,25.0,1
10924,34.0,1
33084,33.0,0
29143,34.0,0
9583,28.0,1
3894,30.0,1
22396,24.0,1
58200,36.0,0
21416,26.0,0
22563,31.0,1
22085,34.0,1
59416,33.0,0
5474,27.0,1
35318,25.0,0
34779,20.0,1
48084,30.0,0
64083,28.0,1
59142,31.0,0
16075,32.0,0
35461,21.0,1
21209,25.0,0
58516,31.0,0
45548,29.0,1
9345,27.0,1
31240,36.0,1
25441,33.0,1
9287,25.0,1
56102,25.0,1
41204,27.0,0
12167,37.0,0
9538,28.0,0
31327,35.0,0
6693,39.0,1
53339,31.0,1
46601,30.0,0
59229,32.0,1
50360,25.0,1
17998,26.0,1
242,29.0,0
58385,33.0,1
41182,21.0,1
2498,24.0,1
5073,28.0,1
18903,34.0,1
53848,22.0,1
41753,24.0,1
43600,29.0,1
60693,35.0,0
51101,35.0,1
26658,38.0,1
48731,31.0,1
14968,25.0,1
43260,32.0,0
35807,31.0,1
25926,35.0,1
18680,46.0,1
19175,34.0,0
30636,32.0,1
47759,32.0,0
11151,31.0,1
16288,36.0,0
37062,33.0,1
63147,33.0,1
27506,35.0,0
36610,30.0,1
17189,36.0,0
45471,26.0,1
5624,31.0,1
9674,30.0,1
43604,37.0,0
58765,29.0,0
27859,31.0,1
54370,26.0,1
25116,42.0,1
9552,30.0,1
49349,19.0,1
11866,36.0,0
3822,33.0,1
59176,22.0,1
42465,24.0,1
54482,23.0,0
39374,31.0,1
25031,35.0,1
48680,30.0,0
44652,30.0,0
39186,30.0,0
65651,32.0,1
50396,28.0,1
53641,23.0,1
24098,28.0,1
21025,31.0,0
50891,30.0,1
28834,28.0,1
531,29.0,1
54770,29.0,1
50397,26.0,1
20375,33.0,1
20395,30.0,1
17961,35.0,0
23938,28.0,1
49175,30.0,1
39637,29.0,1
5900,33.0,0
65027,40.0,0
1203,33.0,1
54015,30.0,0
46768,29.0,0
38316,26.0,0
23969,27.0,1
54877,33.0,1
62110,33.0,1
15788,29.0,0
21238,24.0,1
4747,41.0,1
43807,32.0,1
5459,32.0,0
28752,33.0,1
27919,29.0,0
12422,35.0,1
63716,27.0,1
26622,29.0,1
3386,35.0,1
4945,35.0,1
16102,33.0,1
9119,38.0,1
23510,36.0,0
40435,21.0,1
11950,34.0,1
17,26.0,1
24611,33.0,0
40321,32.0,0
34414,33.0,1
38786,24.0,1
64925,35.0,0
7901,29.0,0
48326,34.0,1
51056,36.0,1
41094,26.0,0
12151,26.0,0
11202,33.0,0
51041,35.0,0
29138,31.0,1
6091,30.0,1
54834,23.0,1
59989,26.0,1
2030,32.0,1
14690,27.0,0
36653,27.0,1
52650,34.0,1
61245,22.0,1
60211,33.0,1
2017,22.0,1
57491,29.0,0
18401,40.0,0
12229,29.0,1
41488,29.0,1
19729,29.0,1
36943,25.0,1
47451,26.0,1
9414,26.0,1
26025,32.0,0
40218,34.0,0
10308,33.0,0
42808,26.0,1
23482,25.0,1
58035,37.0,0
4420,28.0,0
27563,32.0,1
52253,33.0,0
25342,34.0,1
4068,27.0,1
59819,24.0,1
11980,31.0,1
58854,28.0,0
23255,31.0,1
39249,46.0,1
37277,28.0,1
39155,29.0,0
32259,37.0,1
10569,31.0,1
17610,38.0,1
43495,24.0,1
21521,38.0,0
5291,31.0,0
8550,35.0,0
52118,28.0,1
37230,26.0,1
30530,35.0,0
44466,30.0,0
35981,29.0,0
6740,32.0,0
24834,31.0,1
7059,23.0,1
25180,39.0,0
48427,31.0,1
9126,25.0,1
32172,22.0,1
15172,32.0,0
54595,30.0,1
27062,20.0,1
25617,29.0,1
52645,32.0,0
6122,30.0,1
47695,30.0,0
64610,38.0,0
31669,36.0,1
65404,39.0,0
62600,31.0,0
34185,21.0,1
25155,40.0,1
12300,29.0,1
44647,29.0,1
35227,29.0,0
55768,22.0,1
3711,35.0,1
12334,33.0,1
56884,36.0,1
62598,38.0,1
31570,32.0,0
48719,32.0,0
16098,34.0,0
44919,36.0,1
22759,28.0,0
37262,35.0,1
62109,31.0,0
60504,32.0,1
39070,25.0,0
49187,29.0,0
29656,40.0,0
17088,29.0,1
35774,34.0,0
659,34.0,1
63910,35.0,1
49125,25.0,1
24821,33.0,0
12268,31.0,0
31457,26.0,1
16813,27.0,1
31811,36.0,1
2504,22.0,1
65392,35.0,1
33727,34.0,1
1659,23.0,1
52111,36.0,1
4392,36.0,0
9621,37.0,0
61517,35.0,1
12764,30.0,0
32262,36.0,1
61519,27.0,1
16399,28.0,0
61459,36.0,1
15565,23.0,1
63123,32.0,0
64984,38.0,1
3071,30.0,1
15641,26.0,1
12505,28.0,1
58279,38.0,0
39661,30.0,0
48411,32.0,1
52045,32.0,1
12980,25.0,0
2352,34.0,1
31987,30.0,1
25347,36.0,0
