league_id,league_name,league_type,league_logo,country_name,country_code,country_flag
202,Ligue 1,League,https://media-3.api-sports.io/football/leagues/202.png,Tunisia,TN,https://media-1.api-sports.io/flags/tn.svg
203,Süper Lig,League,https://media-1.api-sports.io/football/leagues/203.png,Turkey,TR,https://media-2.api-sports.io/flags/tr.svg
204,1. Lig,League,https://media-1.api-sports.io/football/leagues/204.png,Turkey,TR,https://media-1.api-sports.io/flags/tr.svg
205,2. Lig,League,https://media-2.api-sports.io/football/leagues/205.png,Turkey,TR,https://media-1.api-sports.io/flags/tr.svg
206,Cup,Cup,https://media-1.api-sports.io/football/leagues/206.png,Turkey,TR,https://media-3.api-sports.io/flags/tr.svg
552,3. Lig - Group 1,League,https://media-2.api-sports.io/football/leagues/552.png,Turkey,TR,https://media-2.api-sports.io/flags/tr.svg
553,3. Lig - Group 2,League,https://media-1.api-sports.io/football/leagues/553.png,Turkey,TR,https://media-1.api-sports.io/flags/tr.svg
554,3. Lig - Group 3,League,https://media-1.api-sports.io/football/leagues/554.png,Turkey,TR,https://media-3.api-sports.io/flags/tr.svg
63,National 1,League,https://media-2.api-sports.io/football/leagues/63.png,France,FR,https://media-1.api-sports.io/flags/fr.svg
66,Coupe de France,Cup,https://media-1.api-sports.io/football/leagues/66.png,France,FR,https://media-3.api-sports.io/flags/fr.svg
65,Coupe de la Ligue,Cup,https://media-1.api-sports.io/football/leagues/65.png,France,FR,https://media-1.api-sports.io/flags/fr.svg
67,National 2 - Group A,League,https://media-3.api-sports.io/football/leagues/67.png,France,FR,https://media-2.api-sports.io/flags/fr.svg
68,National 2 - Group B,League,https://media-1.api-sports.io/football/leagues/68.png,France,FR,https://media-2.api-sports.io/flags/fr.svg
69,National 2 - Group C,League,https://media-1.api-sports.io/football/leagues/69.png,France,FR,https://media-2.api-sports.io/flags/fr.svg
70,National 2 - Group D,League,https://media-3.api-sports.io/football/leagues/70.png,France,FR,https://media-1.api-sports.io/flags/fr.svg
233,Premier League,League,https://media-2.api-sports.io/football/leagues/233.png,Egypt,EG,https://media-2.api-sports.io/flags/eg.svg
370,Primera Division,League,https://media-3.api-sports.io/football/leagues/370.png,El-Salvador,SV,https://media-2.api-sports.io/flags/sv.svg
328,Esiliiga A,League,https://media-2.api-sports.io/football/leagues/328.png,Estonia,EE,https://media-1.api-sports.io/flags/ee.svg
329,Meistriliiga,League,https://media-3.api-sports.io/football/leagues/329.png,Estonia,EE,https://media-3.api-sports.io/flags/ee.svg
326,Erovnuli Liga 2,League,https://media-3.api-sports.io/football/leagues/326.png,Georgia,GE,https://media-3.api-sports.io/flags/ge.svg
570,Premier League,League,https://media-1.api-sports.io/football/leagues/570.png,Ghana,GH,https://media-1.api-sports.io/flags/gh.svg
377,Division d'Honneur,League,https://media-2.api-sports.io/football/leagues/377.png,Guadeloupe,GP,https://media-1.api-sports.io/flags/gp.svg
339,Liga Nacional,League,https://media-3.api-sports.io/football/leagues/339.png,Guatemala,GT,https://media-2.api-sports.io/flags/gt.svg
338,Primera Division,League,https://media-2.api-sports.io/football/leagues/338.png,Guatemala,GT,https://media-1.api-sports.io/flags/gt.svg
199,Cup,Cup,https://media-1.api-sports.io/football/leagues/199.png,Greece,GR,https://media-3.api-sports.io/flags/gr.svg
198,Football League,League,https://media-3.api-sports.io/football/leagues/198.png,Greece,GR,https://media-3.api-sports.io/flags/gr.svg
197,Super League 1,League,https://media-1.api-sports.io/football/leagues/197.png,Greece,GR,https://media-1.api-sports.io/flags/gr.svg
79,2. Bundesliga,League,https://media-2.api-sports.io/football/leagues/79.png,Germany,DE,https://media-3.api-sports.io/flags/de.svg
80,3. Liga,League,https://media-1.api-sports.io/football/leagues/80.png,Germany,DE,https://media-2.api-sports.io/flags/de.svg
529,Super Cup,Cup,https://media-3.api-sports.io/football/leagues/529.png,Germany,DE,https://media-3.api-sports.io/flags/de.svg
81,DFB Pokal,Cup,https://media-2.api-sports.io/football/leagues/81.png,Germany,DE,https://media-2.api-sports.io/flags/de.svg
7,Asian Cup,Cup,https://media-3.api-sports.io/football/leagues/7.png,World,,
8,World Cup - Women,Cup,https://media-3.api-sports.io/football/leagues/8.png,World,,
512,2nd Division - Group A,League,https://media-1.api-sports.io/football/leagues/512.png,Albania,AL,https://media-2.api-sports.io/flags/al.svg
513,2nd Division - Group B,League,https://media-3.api-sports.io/football/leagues/513.png,Albania,AL,https://media-1.api-sports.io/flags/al.svg
312,1a Divisió,League,https://media-2.api-sports.io/football/leagues/312.png,Andorra,AD,https://media-1.api-sports.io/flags/ad.svg
313,2a Divisió,League,https://media-2.api-sports.io/football/leagues/313.png,Andorra,AD,https://media-3.api-sports.io/flags/ad.svg
131,Primera B Metropolitana,League,https://media-2.api-sports.io/football/leagues/131.png,Argentina,AR,https://media-2.api-sports.io/flags/ar.svg
129,Primera Nacional,League,https://media-1.api-sports.io/football/leagues/129.png,Argentina,AR,https://media-3.api-sports.io/flags/ar.svg
132,Primera C,League,https://media-2.api-sports.io/football/leagues/132.png,Argentina,AR,https://media-1.api-sports.io/flags/ar.svg
133,Primera D,League,https://media-1.api-sports.io/football/leagues/133.png,Argentina,AR,https://media-3.api-sports.io/flags/ar.svg
134,Torneo Federal A,League,https://media-1.api-sports.io/football/leagues/134.png,Argentina,AR,https://media-1.api-sports.io/flags/ar.svg
188,A-League,League,https://media-2.api-sports.io/football/leagues/188.png,Australia,AU,https://media-2.api-sports.io/flags/au.svg
191,Brisbane Premier League,League,https://media-3.api-sports.io/football/leagues/191.png,Australia,AU,https://media-2.api-sports.io/flags/au.svg
193,Northern Territory Premier League,League,https://media-3.api-sports.io/football/leagues/193.png,Australia,AU,https://media-1.api-sports.io/flags/au.svg
220,Cup,Cup,https://media-1.api-sports.io/football/leagues/220.png,Austria,AT,https://media-2.api-sports.io/flags/at.svg
219,2. Liga,League,https://media-2.api-sports.io/football/leagues/219.png,Austria,AT,https://media-3.api-sports.io/flags/at.svg
218,Bundesliga,League,https://media-2.api-sports.io/football/leagues/218.png,Austria,AT,https://media-3.api-sports.io/flags/at.svg
418,Birinci Dasta,League,https://media-1.api-sports.io/football/leagues/418.png,Azerbaidjan,AZ,https://media-1.api-sports.io/flags/az.svg
419,Premyer Liqa,League,https://media-1.api-sports.io/football/leagues/419.png,Azerbaidjan,AZ,https://media-3.api-sports.io/flags/az.svg
222,Regionalliga - Mitte,League,https://media-2.api-sports.io/football/leagues/222.png,Austria,AT,https://media-1.api-sports.io/flags/at.svg
221,Regionalliga - Ost,League,https://media-3.api-sports.io/football/leagues/221.png,Austria,AT,https://media-3.api-sports.io/flags/at.svg
223,Regionalliga - West,League,https://media-2.api-sports.io/football/leagues/223.png,Austria,AT,https://media-1.api-sports.io/flags/at.svg
110,Premier League,League,https://media-3.api-sports.io/football/leagues/110.png,Wales,GB,https://media-3.api-sports.io/flags/gb.svg
112,Welsh Cup,Cup,https://media-3.api-sports.io/football/leagues/112.png,Wales,GB,https://media-1.api-sports.io/flags/gb.svg
299,Primera División,League,https://media-1.api-sports.io/football/leagues/299.png,Venezuela,VE,https://media-1.api-sports.io/flags/ve.svg
300,Segunda División,League,https://media-2.api-sports.io/football/leagues/300.png,Venezuela,VE,https://media-3.api-sports.io/flags/ve.svg
