fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,season_id
710760,J. Brooks,UTC,2022-01-02T14:00:00+00:00,1641132000,1641132000,1641135600,8560,Goodison Park,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 21,45,Everton,https://media-2.api-sports.io/football/teams/45.png,False,51,Brighton,https://media-3.api-sports.io/football/teams/51.png,True,2,3,0,2,2,3,,,,,2021
710761,P. Tierney,UTC,2022-01-02T14:00:00+00:00,1641132000,1641132000,1641135600,546,Elland Road,"Leeds, West Yorkshire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 21,63,Leeds,https://media-2.api-sports.io/football/teams/63.png,True,44,Burnley,https://media-2.api-sports.io/football/teams/44.png,False,3,1,1,0,3,1,,,,,2021
710762,S. Hooper,UTC,2022-05-11T18:45:00+00:00,1652294700,1652294700,1652298300,547,King Power Stadium,"Leicester, Leicestershire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 21,46,Leicester,https://media-2.api-sports.io/football/teams/46.png,True,71,Norwich,https://media-3.api-sports.io/football/teams/71.png,False,3,0,0,0,3,0,,,,,2021
710763,M. Dean,UTC,2022-01-03T17:30:00+00:00,1641231000,1641231000,1641234600,556,Old Trafford,Manchester,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 21,33,Manchester United,https://media-1.api-sports.io/football/teams/33.png,False,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,True,0,1,0,0,0,1,,,,,2021
710764,K. Friend,UTC,2022-03-10T19:30:00+00:00,1646940600,1646940600,1646944200,585,St. Mary's Stadium,"Southampton, Hampshire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 21,41,Southampton,https://media-3.api-sports.io/football/teams/41.png,False,34,Newcastle,https://media-3.api-sports.io/football/teams/34.png,True,1,2,1,1,1,2,,,,,2021
710765,R. Jones,UTC,2022-01-01T15:00:00+00:00,1641049200,1641049200,1641052800,596,Vicarage Road,Watford,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 21,38,Watford,https://media-2.api-sports.io/football/teams/38.png,False,47,Tottenham,https://media-1.api-sports.io/football/teams/47.png,True,0,1,0,0,0,1,,,,,2021
710766,D. Coote,UTC,2022-01-15T17:30:00+00:00,1642267800,1642267800,1642271400,495,Villa Park,Birmingham,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,66,Aston Villa,https://media-1.api-sports.io/football/teams/66.png,,33,Manchester United,https://media-3.api-sports.io/football/teams/33.png,,2,2,0,1,2,2,,,,,2021
710767,R. Jones,UTC,2022-01-14T20:00:00+00:00,1642190400,1642190400,1642194000,508,The American Express Community Stadium,"Falmer, East Sussex",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,,52,Crystal Palace,https://media-2.api-sports.io/football/teams/52.png,,1,1,0,0,1,1,,,,,2021
710768,C. Kavanagh,UTC,2022-03-01T19:45:00+00:00,1646163900,1646163900,1646167500,512,Turf Moor,Burnley,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,44,Burnley,https://media-2.api-sports.io/football/teams/44.png,False,46,Leicester,https://media-3.api-sports.io/football/teams/46.png,True,0,2,0,0,0,2,,,,,2021
710769,J. Moss,UTC,2022-01-16T14:00:00+00:00,1642341600,1642341600,1642345200,550,Anfield,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,40,Liverpool,https://media-2.api-sports.io/football/teams/40.png,True,55,Brentford,https://media-1.api-sports.io/football/teams/55.png,False,3,0,1,0,3,0,,,,,2021
710770,C. Pawson,UTC,2022-01-15T12:30:00+00:00,1642249800,1642249800,1642253400,555,Etihad Stadium,Manchester,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,50,Manchester City,https://media-3.api-sports.io/football/teams/50.png,True,49,Chelsea,https://media-2.api-sports.io/football/teams/49.png,False,1,0,0,0,1,0,,,,,2021
710771,P. Tierney,UTC,2022-01-15T15:00:00+00:00,1642258800,1642258800,1642262400,562,St. James' Park,Newcastle upon Tyne,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,34,Newcastle,https://media-2.api-sports.io/football/teams/34.png,,38,Watford,https://media-1.api-sports.io/football/teams/38.png,,1,1,0,0,1,1,,,,,2021
710772,A. Madley,UTC,2022-01-15T15:00:00+00:00,1642258800,1642258800,1642262400,565,Carrow Road,"Norwich, Norfolk",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,71,Norwich,https://media-1.api-sports.io/football/teams/71.png,True,45,Everton,https://media-2.api-sports.io/football/teams/45.png,False,2,1,2,0,2,1,,,,,2021
710773,P. Tierney,UTC,2022-05-12T18:45:00+00:00,1652381100,1652381100,1652384700,593,Tottenham Hotspur Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,47,Tottenham,https://media-3.api-sports.io/football/teams/47.png,True,42,Arsenal,https://media-3.api-sports.io/football/teams/42.png,False,3,0,2,0,3,0,,,,,2021
710774,M. Dean,UTC,2022-01-16T14:00:00+00:00,1642341600,1642341600,1642345200,598,London Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,48,West Ham,https://media-2.api-sports.io/football/teams/48.png,False,63,Leeds,https://media-3.api-sports.io/football/teams/63.png,True,2,3,1,2,2,3,,,,,2021
710775,M. Salisbury,UTC,2022-01-15T15:00:00+00:00,1642258800,1642258800,1642262400,600,Molineux Stadium,"Wolverhampton, West Midlands",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 22,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,True,41,Southampton,https://media-2.api-sports.io/football/teams/41.png,False,3,1,1,0,3,1,,,,,2021
710776,D. Coote,UTC,2022-01-23T14:00:00+00:00,1642946400,1642946400,1642950000,494,Emirates Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,42,Arsenal,https://media-3.api-sports.io/football/teams/42.png,,44,Burnley,https://media-3.api-sports.io/football/teams/44.png,,0,0,0,0,0,0,,,,,2021
710777,P. Bankes,UTC,2022-01-22T15:00:00+00:00,1642863600,1642863600,1642867200,10503,Brentford Community Stadium,"Brentford, Middlesex",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,55,Brentford,https://media-3.api-sports.io/football/teams/55.png,False,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,True,1,2,0,0,1,2,,,,,2021
710778,P. Tierney,UTC,2022-01-23T16:30:00+00:00,1642955400,1642955400,1642959000,519,Stamford Bridge,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,49,Chelsea,https://media-2.api-sports.io/football/teams/49.png,True,47,Tottenham,https://media-1.api-sports.io/football/teams/47.png,False,2,0,0,0,2,0,,,,,2021
710779,K. Friend,UTC,2022-01-23T14:00:00+00:00,1642946400,1642946400,1642950000,525,Selhurst Park,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,52,Crystal Palace,https://media-3.api-sports.io/football/teams/52.png,False,40,Liverpool,https://media-2.api-sports.io/football/teams/40.png,True,1,3,0,2,1,3,,,,,2021
710780,C. Pawson,UTC,2022-01-22T12:30:00+00:00,1642854600,1642854600,1642858200,8560,Goodison Park,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,45,Everton,https://media-2.api-sports.io/football/teams/45.png,False,66,Aston Villa,https://media-3.api-sports.io/football/teams/66.png,True,0,1,0,1,0,1,,,,,2021
710781,C. Kavanagh,UTC,2022-01-22T15:00:00+00:00,1642863600,1642863600,1642867200,546,Elland Road,"Leeds, West Yorkshire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,63,Leeds,https://media-3.api-sports.io/football/teams/63.png,False,34,Newcastle,https://media-1.api-sports.io/football/teams/34.png,True,0,1,0,0,0,1,,,,,2021
710782,M. Atkinson,UTC,2022-01-23T14:00:00+00:00,1642946400,1642946400,1642950000,547,King Power Stadium,"Leicester, Leicestershire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,46,Leicester,https://media-1.api-sports.io/football/teams/46.png,,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,,1,1,0,0,1,1,,,,,2021
710783,J. Moss,UTC,2022-01-22T15:00:00+00:00,1642863600,1642863600,1642867200,556,Old Trafford,Manchester,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,33,Manchester United,https://media-1.api-sports.io/football/teams/33.png,True,48,West Ham,https://media-3.api-sports.io/football/teams/48.png,False,1,0,0,0,1,0,,,,,2021
710784,S. Hooper,UTC,2022-01-22T17:30:00+00:00,1642872600,1642872600,1642876200,585,St. Mary's Stadium,"Southampton, Hampshire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,41,Southampton,https://media-1.api-sports.io/football/teams/41.png,,50,Manchester City,https://media-2.api-sports.io/football/teams/50.png,,1,1,1,0,1,1,,,,,2021
710785,M. Dean,UTC,2022-01-21T20:00:00+00:00,1642795200,1642795200,1642798800,596,Vicarage Road,Watford,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 23,38,Watford,https://media-1.api-sports.io/football/teams/38.png,False,71,Norwich,https://media-1.api-sports.io/football/teams/71.png,True,0,3,0,0,0,3,,,,,2021
710786,J. Gillett,UTC,2022-02-09T20:00:00+00:00,1644436800,1644436800,1644440400,495,Villa Park,Birmingham,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,66,Aston Villa,https://media-1.api-sports.io/football/teams/66.png,,63,Leeds,https://media-1.api-sports.io/football/teams/63.png,,3,3,3,2,3,3,,,,,2021
710787,K. Friend,UTC,2022-01-18T20:00:00+00:00,1642536000,1642536000,1642539600,508,The American Express Community Stadium,"Falmer, East Sussex",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,51,Brighton,https://media-3.api-sports.io/football/teams/51.png,,49,Chelsea,https://media-3.api-sports.io/football/teams/49.png,,1,1,0,1,1,1,,,,,2021
710788,M. Dean,UTC,2022-02-08T20:00:00+00:00,1644350400,1644350400,1644354000,512,Turf Moor,Burnley,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,44,Burnley,https://media-3.api-sports.io/football/teams/44.png,,33,Manchester United,https://media-2.api-sports.io/football/teams/33.png,,1,1,0,1,1,1,,,,,2021
710789,P. Tierney,UTC,2022-02-09T19:45:00+00:00,1644435900,1644435900,1644439500,565,Carrow Road,"Norwich, Norfolk",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,71,Norwich,https://media-1.api-sports.io/football/teams/71.png,,52,Crystal Palace,https://media-2.api-sports.io/football/teams/52.png,,1,1,1,0,1,1,,,,,2021
710790,M. Atkinson,UTC,2022-02-08T19:45:00+00:00,1644349500,1644349500,1644353100,598,London Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,48,West Ham,https://media-3.api-sports.io/football/teams/48.png,True,38,Watford,https://media-1.api-sports.io/football/teams/38.png,False,1,0,0,0,1,0,,,,,2021
710791,M. Oliver,UTC,2022-02-10T19:45:00+00:00,1644522300,1644522300,1644525900,600,Molineux Stadium,"Wolverhampton, West Midlands",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,39,Wolves,https://media-3.api-sports.io/football/teams/39.png,False,42,Arsenal,https://media-3.api-sports.io/football/teams/42.png,True,0,1,0,1,0,1,,,,,2021
710792,A. Taylor,UTC,2022-02-08T19:45:00+00:00,1644349500,1644349500,1644353100,562,St. James' Park,Newcastle upon Tyne,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,34,Newcastle,https://media-3.api-sports.io/football/teams/34.png,True,45,Everton,https://media-2.api-sports.io/football/teams/45.png,False,3,1,1,1,3,1,,,,,2021
710793,D. Coote,UTC,2022-02-09T19:45:00+00:00,1644435900,1644435900,1644439500,593,Tottenham Hotspur Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,47,Tottenham,https://media-3.api-sports.io/football/teams/47.png,False,41,Southampton,https://media-1.api-sports.io/football/teams/41.png,True,2,3,1,1,2,3,,,,,2021
710794,C. Kavanagh,UTC,2022-02-10T19:45:00+00:00,1644522300,1644522300,1644525900,550,Anfield,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,40,Liverpool,https://media-2.api-sports.io/football/teams/40.png,True,46,Leicester,https://media-3.api-sports.io/football/teams/46.png,False,2,0,1,0,2,0,,,,,2021
710795,D. England,UTC,2022-02-09T19:45:00+00:00,1644435900,1644435900,1644439500,555,Etihad Stadium,Manchester,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 24,50,Manchester City,https://media-3.api-sports.io/football/teams/50.png,True,55,Brentford,https://media-1.api-sports.io/football/teams/55.png,False,2,0,1,0,2,0,,,,,2021
710796,S. Hooper,UTC,2022-02-12T15:00:00+00:00,1644678000,1644678000,1644681600,10503,Brentford Community Stadium,"Brentford, Middlesex",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,55,Brentford,https://media-2.api-sports.io/football/teams/55.png,,52,Crystal Palace,https://media-2.api-sports.io/football/teams/52.png,,0,0,0,0,0,0,,,,,2021
710797,M. Atkinson,UTC,2022-02-13T14:00:00+00:00,1644760800,1644760800,1644764400,512,Turf Moor,Burnley,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,44,Burnley,https://media-3.api-sports.io/football/teams/44.png,False,40,Liverpool,https://media-2.api-sports.io/football/teams/40.png,True,0,1,0,1,0,1,,,,,2021
710798,J. Moss,UTC,2022-04-20T18:45:00+00:00,1650480300,1650480300,1650483900,519,Stamford Bridge,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,49,Chelsea,https://media-2.api-sports.io/football/teams/49.png,False,42,Arsenal,https://media-2.api-sports.io/football/teams/42.png,True,2,4,2,2,2,4,,,,,2021
710799,G. Scott,UTC,2022-02-12T15:00:00+00:00,1644678000,1644678000,1644681600,8560,Goodison Park,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,45,Everton,https://media-1.api-sports.io/football/teams/45.png,True,63,Leeds,https://media-3.api-sports.io/football/teams/63.png,False,3,0,2,0,3,0,,,,,2021
710800,M. Oliver,UTC,2022-02-13T16:30:00+00:00,1644769800,1644769800,1644773400,547,King Power Stadium,"Leicester, Leicestershire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,46,Leicester,https://media-3.api-sports.io/football/teams/46.png,,48,West Ham,https://media-2.api-sports.io/football/teams/48.png,,2,2,1,1,2,2,,,,,2021
710801,S. Attwell,UTC,2022-02-12T12:30:00+00:00,1644669000,1644669000,1644672600,556,Old Trafford,Manchester,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,33,Manchester United,https://media-1.api-sports.io/football/teams/33.png,,41,Southampton,https://media-2.api-sports.io/football/teams/41.png,,1,1,1,0,1,1,,,,,2021
710802,C. Pawson,UTC,2022-02-13T14:00:00+00:00,1644760800,1644760800,1644764400,562,St. James' Park,Newcastle upon Tyne,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,34,Newcastle,https://media-2.api-sports.io/football/teams/34.png,True,66,Aston Villa,https://media-3.api-sports.io/football/teams/66.png,False,1,0,1,0,1,0,,,,,2021
710803,A. Marriner,UTC,2022-02-12T17:30:00+00:00,1644687000,1644687000,1644690600,565,Carrow Road,"Norwich, Norfolk",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,71,Norwich,https://media-1.api-sports.io/football/teams/71.png,False,50,Manchester City,https://media-1.api-sports.io/football/teams/50.png,True,0,4,0,1,0,4,,,,,2021
710804,K. Friend,UTC,2022-02-13T14:00:00+00:00,1644760800,1644760800,1644764400,593,Tottenham Hotspur Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,47,Tottenham,https://media-2.api-sports.io/football/teams/47.png,False,39,Wolves,https://media-2.api-sports.io/football/teams/39.png,True,0,2,0,2,0,2,,,,,2021
710805,J. Moss,UTC,2022-02-12T15:00:00+00:00,1644678000,1644678000,1644681600,596,Vicarage Road,Watford,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 25,38,Watford,https://media-2.api-sports.io/football/teams/38.png,False,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,True,0,2,0,1,0,2,,,,,2021
710806,J. Moss,UTC,2022-02-19T15:00:00+00:00,1645282800,1645282800,1645286400,494,Emirates Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,42,Arsenal,https://media-2.api-sports.io/football/teams/42.png,True,55,Brentford,https://media-2.api-sports.io/football/teams/55.png,False,2,1,0,0,2,1,,,,,2021
710807,R. Jones,UTC,2022-02-19T15:00:00+00:00,1645282800,1645282800,1645286400,495,Villa Park,Birmingham,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,66,Aston Villa,https://media-2.api-sports.io/football/teams/66.png,False,38,Watford,https://media-1.api-sports.io/football/teams/38.png,True,0,1,0,0,0,1,,,,,2021
710808,K. Friend,UTC,2022-02-19T15:00:00+00:00,1645282800,1645282800,1645286400,508,The American Express Community Stadium,"Falmer, East Sussex",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,False,44,Burnley,https://media-1.api-sports.io/football/teams/44.png,True,0,3,0,2,0,3,,,,,2021
710809,D. Coote,UTC,2022-02-19T15:00:00+00:00,1645282800,1645282800,1645286400,525,Selhurst Park,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,52,Crystal Palace,https://media-1.api-sports.io/football/teams/52.png,False,49,Chelsea,https://media-3.api-sports.io/football/teams/49.png,True,0,1,0,0,0,1,,,,,2021
710810,P. Tierney,UTC,2022-02-20T14:00:00+00:00,1645365600,1645365600,1645369200,546,Elland Road,"Leeds, West Yorkshire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,63,Leeds,https://media-2.api-sports.io/football/teams/63.png,False,33,Manchester United,https://media-3.api-sports.io/football/teams/33.png,True,2,4,0,2,2,4,,,,,2021
710811,M. Dean,UTC,2022-02-19T15:00:00+00:00,1645282800,1645282800,1645286400,550,Anfield,Liverpool,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,40,Liverpool,https://media-1.api-sports.io/football/teams/40.png,True,71,Norwich,https://media-1.api-sports.io/football/teams/71.png,False,3,1,0,0,3,1,,,,,2021
710812,A. Taylor,UTC,2022-02-19T17:30:00+00:00,1645291800,1645291800,1645295400,555,Etihad Stadium,Manchester,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,50,Manchester City,https://media-2.api-sports.io/football/teams/50.png,False,47,Tottenham,https://media-3.api-sports.io/football/teams/47.png,True,2,3,1,1,2,3,,,,,2021
710813,A. Madley,UTC,2022-02-19T15:00:00+00:00,1645282800,1645282800,1645286400,585,St. Mary's Stadium,"Southampton, Hampshire",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,41,Southampton,https://media-1.api-sports.io/football/teams/41.png,True,45,Everton,https://media-3.api-sports.io/football/teams/45.png,False,2,0,0,0,2,0,,,,,2021
710814,C. Kavanagh,UTC,2022-02-19T12:30:00+00:00,1645273800,1645273800,1645277400,598,London Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,48,West Ham,https://media-1.api-sports.io/football/teams/48.png,,34,Newcastle,https://media-2.api-sports.io/football/teams/34.png,,1,1,1,1,1,1,,,,,2021
710815,C. Pawson,UTC,2022-02-20T16:30:00+00:00,1645374600,1645374600,1645378200,600,Molineux Stadium,"Wolverhampton, West Midlands",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 26,39,Wolves,https://media-2.api-sports.io/football/teams/39.png,True,46,Leicester,https://media-2.api-sports.io/football/teams/46.png,False,2,1,1,1,2,1,,,,,2021
710816,A. Marriner,UTC,2022-03-16T20:15:00+00:00,1647461700,1647461700,1647465300,494,Emirates Stadium,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 27,42,Arsenal,https://media-2.api-sports.io/football/teams/42.png,False,40,Liverpool,https://media-2.api-sports.io/football/teams/40.png,True,0,2,0,0,0,2,,,,,2021
710817,M. Dean,UTC,2022-02-26T15:00:00+00:00,1645887600,1645887600,1645891200,10503,Brentford Community Stadium,"Brentford, Middlesex",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 27,55,Brentford,https://media-2.api-sports.io/football/teams/55.png,False,34,Newcastle,https://media-3.api-sports.io/football/teams/34.png,True,0,2,0,2,0,2,,,,,2021
710818,J. Brooks,UTC,2022-02-26T15:30:00+00:00,1645889400,1645889400,1645893000,508,The American Express Community Stadium,"Falmer, East Sussex",Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 27,51,Brighton,https://media-2.api-sports.io/football/teams/51.png,False,66,Aston Villa,https://media-1.api-sports.io/football/teams/66.png,True,0,2,0,1,0,2,,,,,2021
710819,S. Attwell,UTC,2022-05-19T19:00:00+00:00,1652986800,1652986800,1652990400,519,Stamford Bridge,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 27,49,Chelsea,https://media-3.api-sports.io/football/teams/49.png,,46,Leicester,https://media-3.api-sports.io/football/teams/46.png,,1,1,1,1,1,1,,,,,2021
710820,J. Moss,UTC,2022-02-26T15:00:00+00:00,1645887600,1645887600,1645891200,525,Selhurst Park,London,Match Finished,FT,90,39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2021,Regular Season - 27,52,Crystal Palace,https://media-1.api-sports.io/football/teams/52.png,,44,Burnley,https://media-1.api-sports.io/football/teams/44.png,,1,1,1,0,1,1,,,,,2021
